Rk,School,G,W 2006,L 2006,W-L% 2006,SRS,SOS,W 2006 Conf,L 2006 Conf,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
47,Central Michigan,31,13,18,0.419,-5.34,-0.6,7,9,6,7,5,9,2035,2182,,,653,1559,0.419,209,572,0.365,520,717,0.725,341,978,305,233,79,543,741
48,Charleston Southern,30,8,22,0.267,-15.08,-3.04,2,12,8,5,0,15,2043,2198,,1210,756,1722,0.439,206,607,0.339,325,509,0.639,354,1069,423,209,56,470,514
49,Charlotte,30,14,16,0.467,-0.29,1.38,7,9,10,4,2,10,2101,2151,,,700,1736,0.403,261,786,0.332,440,628,0.701,396,1074,368,164,63,382,588
50,Chattanooga,33,15,18,0.455,-5.94,-2.18,6,12,9,7,4,8,2261,2256,,,775,1804,0.43,247,726,0.34,464,733,0.633,401,1216,438,179,59,531,580
51,Chicago State,29,9,20,0.31,-6.59,1.3,,,3,3,4,16,2110,2252,,1165,764,1724,0.443,191,528,0.362,391,549,0.712,364,940,384,243,102,410,578
52,Cincinnati,30,11,19,0.367,3.8,6.97,2,14,10,8,0,9,1937,2032,,,705,1739,0.405,186,604,0.308,341,516,0.661,389,1005,376,230,58,379,565
53,Citadel,30,7,23,0.233,-14.84,-0.81,4,14,5,9,2,13,1758,2041,,,637,1548,0.411,187,595,0.314,297,469,0.633,312,903,346,206,31,441,517
54,Clemson,36,25,11,0.694,15.35,7.82,7,9,16,4,6,6,2636,2365,,,1017,2170,0.469,248,725,0.342,354,612,0.578,489,1264,562,342,191,512,606
55,Cleveland State,31,10,21,0.323,-6.59,1.31,3,13,6,8,3,12,1974,2129,,,689,1752,0.393,198,648,0.306,398,558,0.713,390,1026,360,231,125,420,606
56,Coastal Carolina,30,15,15,0.5,-7.2,-5.66,7,7,12,5,3,10,2231,2141,,,830,1821,0.456,217,643,0.337,354,528,0.67,396,1048,497,277,76,451,566
57,Colgate,29,10,19,0.345,-10.27,-4.3,5,9,5,9,5,9,1652,1771,,,570,1433,0.398,147,463,0.317,365,531,0.687,306,917,274,178,75,440,501
58,College of Charleston,33,22,11,0.667,0.7,-3.06,13,5,11,2,8,6,2290,2166,,,832,1846,0.451,248,716,0.346,378,557,0.679,352,1187,462,210,127,494,516
59,Colorado State,30,17,13,0.567,4.09,3.71,6,10,10,4,5,7,2178,2130,,,768,1573,0.488,163,438,0.372,479,673,0.712,332,1056,413,215,137,526,615
60,Colorado,27,7,20,0.259,-4.14,7.33,3,13,6,9,1,10,1867,2163,,,662,1576,0.42,154,500,0.308,389,598,0.651,355,998,359,185,117,472,572
61,Columbia,28,16,12,0.571,-6.36,-5.27,7,7,10,4,5,8,1842,1789,,1120,645,1406,0.459,200,497,0.402,352,478,0.736,281,914,377,153,42,410,552
62,Connecticut,31,17,14,0.548,13.22,6.09,6,10,15,5,2,8,2181,1938,,,760,1797,0.423,147,458,0.321,514,818,0.628,501,1311,400,240,264,466,544
63,Coppin State,32,12,20,0.375,-15.2,-5.17,9,9,7,3,3,16,1972,2256,,1285,696,1755,0.397,165,569,0.29,415,639,0.649,362,995,304,207,67,441,611
64,Cornell,28,16,12,0.571,-4.63,-5.4,9,5,8,5,7,7,1856,1792,,,641,1371,0.468,198,500,0.396,376,501,0.75,244,882,367,161,89,415,484
65,Creighton,33,22,11,0.667,12.57,6.24,13,5,12,2,5,8,2220,2011,,,740,1662,0.445,205,607,0.338,535,710,0.754,340,1080,441,210,83,417,552
66,Dartmouth,27,9,18,0.333,-13.09,-4.75,4,10,6,7,3,11,1591,1816,,,599,1433,0.418,117,398,0.294,276,393,0.702,250,788,305,176,92,354,549
67,Davidson,34,29,5,0.853,8.31,-2.26,17,1,13,1,10,3,2765,2336,,,969,2157,0.449,328,888,0.369,499,663,0.753,465,1378,559,272,91,495,602
68,Dayton,31,19,12,0.613,2.75,1.97,8,8,15,2,2,9,2075,2051,,1250,737,1654,0.446,196,515,0.381,405,583,0.695,350,1024,384,146,90,438,604
69,Delaware State,34,21,13,0.618,-6.7,-6.58,16,2,8,1,10,10,2031,1998,,,712,1625,0.438,217,646,0.336,390,527,0.74,366,943,397,205,95,413,539
70,Delaware,31,5,26,0.161,-11.41,-2.06,3,15,3,11,1,13,1874,2164,,,639,1580,0.404,194,589,0.329,402,560,0.718,273,890,334,169,75,400,573
71,Denver,29,4,25,0.138,-18.16,-5.89,3,15,4,10,0,15,1855,2194,,,627,1572,0.399,211,600,0.352,390,540,0.722,276,940,348,140,41,434,495
72,DePaul,34,20,14,0.588,12.44,8.53,9,7,14,2,5,9,2300,2152,,,863,1885,0.458,218,631,0.345,356,536,0.664,365,1205,484,200,154,397,555
73,Detroit Mercy,30,11,19,0.367,-1.96,1.01,6,10,6,6,4,13,1913,2002,,,703,1599,0.44,181,554,0.327,326,500,0.652,340,996,382,171,69,382,535
74,Drake,32,17,15,0.531,3.64,4.58,6,12,11,4,2,8,2398,2374,,,820,1822,0.45,194,589,0.329,564,794,0.71,444,1166,489,254,91,440,567
75,Drexel,32,23,9,0.719,5.43,0.52,13,5,9,4,13,5,2127,1939,,,725,1644,0.441,180,543,0.331,497,724,0.686,347,1082,396,267,159,441,582
76,Duke,33,22,11,0.667,18.85,10.49,8,8,15,4,5,4,2323,2047,,1335,822,1754,0.469,198,520,0.381,481,698,0.689,379,1165,433,241,157,509,577
77,Duquesne,29,10,19,0.345,-5.67,0.5,6,10,5,9,5,9,2271,2450,,,805,1833,0.439,239,722,0.331,422,568,0.743,391,940,465,217,102,433,566
78,East Carolina,30,6,24,0.2,-10.37,1.15,1,15,5,9,1,14,1779,2025,,,635,1599,0.397,192,602,0.319,317,548,0.578,329,1026,370,184,82,421,554
79,East Tennessee State,34,24,10,0.706,-2.37,-5.44,16,2,15,2,8,7,2486,2287,,1385,905,1984,0.456,209,603,0.347,467,648,0.721,384,1242,540,338,158,571,679
80,Eastern Illinois,30,10,20,0.333,-13.01,-7.12,6,14,7,7,3,11,1832,1988,,1205,648,1587,0.408,139,432,0.322,397,547,0.726,337,1030,358,167,58,416,566
81,Eastern Kentucky,33,21,12,0.636,-4.19,-5.28,13,7,11,3,8,8,2151,2089,,,782,1691,0.462,264,758,0.348,323,475,0.68,280,930,477,263,84,446,449
82,Eastern Michigan,32,13,19,0.406,-6.83,-0.63,6,10,9,6,3,9,2039,2207,,1285,699,1664,0.42,241,671,0.359,400,583,0.686,354,1049,374,220,59,570,632
83,Eastern Washington,29,15,14,0.517,-4.15,-2.94,8,8,10,3,5,11,2443,2394,,,846,1708,0.495,190,563,0.337,561,762,0.736,326,1010,514,207,90,446,560
84,Elon,30,7,23,0.233,-11.23,-1.48,5,13,3,9,3,12,1874,2112,,,684,1642,0.417,179,541,0.331,327,483,0.677,322,1002,334,188,81,436,575
85,Evansville,31,14,17,0.452,5.13,4.55,6,12,10,5,4,11,2131,2113,,1245,703,1539,0.457,228,573,0.398,497,678,0.733,265,959,429,148,79,399,598
86,Fairfield,32,13,19,0.406,-4.49,-2,10,8,7,8,5,10,1996,2070,,1310,677,1652,0.41,183,562,0.326,459,648,0.708,431,1025,409,223,99,472,613
87,Fairleigh Dickinson,30,14,16,0.467,-9.71,-6.67,9,9,6,7,7,9,2193,2254,,,784,1826,0.429,195,604,0.323,430,619,0.695,391,1075,389,190,102,400,531
88,Florida A&M,35,21,14,0.6,-9.73,-7.49,12,6,11,2,6,9,2467,2467,,,846,1881,0.45,209,581,0.36,566,855,0.662,,1291,477,245,63,623,648
89,Florida Atlantic,31,16,15,0.516,-10.24,-4.34,10,8,11,2,5,12,2321,2419,,,834,1706,0.489,191,519,0.368,462,666,0.694,289,1024,475,208,60,476,628
90,Florida International,29,12,17,0.414,-13,-5.77,7,11,9,4,3,13,1920,2077,,1165,681,1620,0.42,182,553,0.329,376,574,0.655,337,990,340,197,74,444,541
91,Florida State,35,22,13,0.629,14.14,8.63,7,9,17,4,4,9,2607,2414,,1405,936,1947,0.481,237,624,0.38,498,657,0.758,375,1104,433,276,116,513,627
92,Florida,40,35,5,0.875,23.82,7.34,13,3,18,0,5,4,3193,2504,,,1125,2138,0.526,297,727,0.409,646,936,0.69,447,1504,614,266,194,565,626
93,Fordham,30,18,12,0.6,1.21,-0.1,10,6,11,3,6,6,1964,1925,,,679,1556,0.436,188,526,0.357,418,624,0.67,322,949,409,220,123,426,579
94,Fresno State,32,22,10,0.688,4.47,-0.14,10,6,15,3,7,6,2283,2118,,,766,1836,0.417,303,881,0.344,448,691,0.648,320,1230,462,184,206,432,519
95,Furman,31,15,16,0.484,-4.82,-2.68,8,10,9,5,5,10,2102,2127,,,743,1676,0.443,239,639,0.374,377,516,0.731,316,1004,444,205,65,459,579
96,Gardner-Webb,30,9,21,0.3,-13.11,-0.95,7,11,7,5,2,14,1902,2163,,,684,1652,0.414,242,699,0.346,292,461,0.633,325,961,405,217,90,482,576
97,George Mason,33,18,15,0.545,4.16,-0.05,9,9,7,7,8,8,2090,1951,,,790,1708,0.463,191,559,0.342,319,496,0.643,327,1077,463,195,85,405,491
98,George Washington,32,23,9,0.719,5.61,0.64,11,5,13,1,6,5,2247,2067,,1280,824,1799,0.458,171,465,0.368,428,611,0.7,389,1090,462,292,142,444,603
99,Georgetown,37,30,7,0.811,19.62,9.48,13,3,14,3,9,3,2555,2146,,1485,923,1826,0.505,235,635,0.37,474,667,0.711,409,1250,545,192,189,497,609
100,Georgia Southern,31,15,16,0.484,-6.9,-2.71,7,11,7,5,5,10,2144,2116,,1245,816,1802,0.453,152,431,0.353,360,593,0.607,397,1159,435,213,103,512,614
101,Georgia State,31,11,20,0.355,-8.14,-0.14,5,13,7,8,3,12,1993,2226,,,685,1595,0.429,180,495,0.364,443,675,0.656,334,1047,339,177,98,491,515
102,Georgia Tech,32,20,12,0.625,17.17,9.36,8,8,17,1,1,8,2515,2222,,,935,1909,0.49,201,540,0.372,444,652,0.681,445,1166,491,316,114,503,665
103,Georgia,33,19,14,0.576,13.47,8.38,8,8,15,4,3,9,2477,2279,,1325,918,1989,0.462,263,691,0.381,378,567,0.667,463,1250,484,293,149,518,574
104,Gonzaga,34,23,11,0.676,12.15,3.77,11,3,12,2,6,5,2668,2383,,1380,933,1932,0.483,230,583,0.395,572,762,0.751,353,1271,492,212,123,473,654
105,Grambling,26,12,14,0.462,-19.99,-13.28,10,8,9,2,3,11,1669,1824,,,595,1489,0.4,128,419,0.305,351,527,0.666,333,957,274,156,78,437,509
106,Green Bay,33,18,15,0.545,-0.52,-0.86,7,9,11,5,6,10,2232,2173,,,746,1730,0.431,210,549,0.383,530,697,0.76,331,1088,371,172,86,385,548
107,Hampton,31,15,16,0.484,-10.1,-8.9,10,8,6,6,7,8,2113,2128,,,712,1683,0.423,201,664,0.303,488,737,0.662,428,1116,366,285,101,637,720
108,Hartford,31,13,18,0.419,-8.79,-5.44,6,10,7,5,5,12,1925,2029,,,660,1613,0.409,206,705,0.292,399,591,0.675,301,925,348,263,38,389,598
109,Harvard,28,12,16,0.429,-9.67,-4.56,5,9,6,7,6,9,2025,2168,,,697,1572,0.443,134,421,0.318,497,655,0.759,328,913,317,192,81,452,471
110,Hawaii,31,18,13,0.581,6.99,1.09,8,8,13,3,3,8,2245,2062,,,813,1772,0.459,166,484,0.343,453,621,0.729,401,1181,539,201,154,540,581
111,High Point,32,22,10,0.688,-1.37,-4.99,11,3,15,1,6,7,2406,2201,,1285,889,1910,0.465,210,609,0.345,418,616,0.679,408,1177,530,220,110,497,621
112,Hofstra,32,22,10,0.688,2.53,-0.6,14,4,11,1,10,7,2339,2232,,,799,1759,0.454,256,621,0.412,485,697,0.696,363,1059,379,186,74,368,610
113,Holy Cross,34,25,9,0.735,3.32,-3.06,13,1,14,1,10,6,2171,1954,,,738,1695,0.435,191,544,0.351,504,687,0.734,386,1091,463,324,123,521,621
114,Houston,33,18,15,0.545,5.75,3.12,10,6,11,3,4,10,2415,2328,,,814,2068,0.394,330,1009,0.327,457,639,0.715,415,1155,378,276,108,383,668
115,Howard,31,9,22,0.29,-17.8,-10.61,5,13,4,7,2,13,2009,2232,,,678,1596,0.425,236,608,0.388,417,638,0.654,311,939,375,161,69,503,548
116,Idaho State,30,13,17,0.433,-4.21,-1.17,8,8,8,4,4,13,2012,2025,,,692,1565,0.442,232,599,0.387,396,566,0.7,320,1030,353,179,88,405,499
117,Idaho,31,4,27,0.129,-12.56,1.44,1,15,2,12,1,14,1907,2307,,,668,1717,0.389,225,685,0.328,346,511,0.677,292,976,312,149,94,458,587
118,Illinois-Chicago,32,14,18,0.438,-0.46,1.09,7,9,9,5,4,10,2224,2257,,,776,1875,0.414,231,619,0.373,441,612,0.721,413,1169,421,212,162,396,559
119,Illinois State,31,15,16,0.484,5.73,4.63,6,12,11,4,3,10,2068,2016,,1245,738,1624,0.454,233,640,0.364,359,557,0.645,324,999,463,215,101,468,572
120,Illinois,35,23,12,0.657,14.18,7.09,9,7,14,3,3,6,2245,1997,,,790,1830,0.432,241,691,0.349,424,680,0.624,437,1231,488,205,99,491,604
121,Indiana State,31,13,18,0.419,2.18,6.84,5,13,10,6,2,11,1908,2034,,1250,634,1589,0.399,214,623,0.343,426,602,0.708,311,991,329,157,42,388,579
122,Indiana,32,21,11,0.656,16.78,8.35,10,6,15,0,3,8,2246,1976,,,783,1755,0.446,252,661,0.381,428,603,0.71,375,1082,424,206,140,396,657
123,Iona,30,2,28,0.067,-15.24,-3.97,1,17,1,10,1,15,1758,2096,,,646,1583,0.408,110,540,0.204,356,617,0.577,394,1047,308,180,143,536,611
124,Iowa State,31,15,16,0.484,1.85,5.19,6,10,12,5,3,9,1972,2027,,,696,1705,0.408,203,627,0.324,377,540,0.698,382,1118,362,141,106,458,510
125,Iowa,31,17,14,0.548,9.12,6.35,9,7,14,2,2,9,2121,2035,,1240,739,1684,0.439,195,540,0.361,448,602,0.744,344,1027,451,211,102,417,562
126,Fort Wayne,29,12,17,0.414,-10.54,-0.71,,,8,5,4,12,1982,2029,,,700,1565,0.447,227,602,0.377,355,522,0.68,249,906,445,198,93,421,562
127,IUPUI,30,15,15,0.5,-3.71,-3.39,7,7,8,4,4,6,2039,2026,,1205,679,1618,0.42,217,577,0.376,464,615,0.754,364,1007,340,189,80,399,527
128,Jackson State,35,21,14,0.6,-12.28,-9.94,12,6,8,2,8,10,2490,2572,,,878,2107,0.417,194,620,0.313,540,759,0.711,470,1250,469,289,107,537,724
129,Jacksonville State,30,9,21,0.3,-12.73,-7.3,7,13,6,7,2,12,1999,2146,,1205,731,1696,0.431,174,547,0.318,363,539,0.673,353,1037,416,216,89,422,596
130,Jacksonville,29,15,14,0.517,-8.88,-4.01,11,7,12,1,3,12,2125,2189,,,759,1735,0.437,175,546,0.321,432,607,0.712,398,1040,409,252,98,481,596
131,James Madison,30,7,23,0.233,-10.18,-1.11,4,14,4,10,2,11,1919,2178,,,674,1546,0.436,166,493,0.337,405,606,0.668,322,902,348,181,63,420,613
132,Kansas State,35,23,12,0.657,10.35,5.53,10,6,14,3,6,8,2467,2278,,,841,1956,0.43,223,670,0.333,562,817,0.688,452,1250,545,206,129,478,654
133,Kansas,38,33,5,0.868,22.62,6.86,14,2,16,2,8,2,2978,2344,,1535,1106,2241,0.494,231,584,0.396,535,811,0.66,486,1507,651,350,246,539,718
134,Kent State,32,21,11,0.656,5.25,1.28,12,4,11,2,7,8,2195,1998,,,809,1777,0.455,189,562,0.336,388,604,0.642,366,1076,463,261,106,440,595
135,Kentucky,34,22,12,0.647,17.12,11.41,9,7,14,2,4,6,2496,2302,,,890,1868,0.476,231,650,0.355,485,690,0.703,370,1235,537,201,161,493,547
136,La Salle,30,10,20,0.333,-5.66,-1.87,3,13,6,12,3,7,2150,2241,,,771,1683,0.458,163,461,0.354,445,648,0.687,422,1088,427,190,60,478,561
137,Lafayette,30,9,21,0.3,-14.16,-2.38,3,11,5,8,4,11,1938,2210,,1210,634,1486,0.427,256,713,0.359,414,572,0.724,226,813,410,219,74,511,596
138,Lamar,32,15,17,0.469,-7.89,-3.54,8,8,11,3,2,12,2367,2438,,,815,1859,0.438,266,702,0.379,471,730,0.645,415,1228,554,187,90,534,600
139,Lehigh,31,12,19,0.387,-7.79,-3.99,7,7,9,5,3,12,1981,1984,,,681,1590,0.428,169,486,0.348,450,638,0.705,331,1046,375,196,83,464,620
140,Liberty,31,14,17,0.452,-6.25,-3.25,8,6,11,4,3,11,2369,2298,,1240,895,1862,0.481,158,467,0.338,421,598,0.704,358,1178,471,210,86,469,645
141,Lipscomb,31,18,13,0.581,-2.62,-4.62,11,7,13,1,4,12,2101,2017,,,717,1730,0.414,238,750,0.317,429,609,0.704,347,1048,412,221,80,369,586
142,Long Beach State,32,24,8,0.75,2.24,-2.07,12,2,12,1,9,5,2575,2408,,1280,906,1994,0.454,273,728,0.375,490,698,0.702,410,1171,454,237,91,445,560
143,Long Island University,29,10,19,0.345,-13.84,-7.88,6,12,6,7,4,12,2006,2118,,,676,1656,0.408,215,659,0.326,439,655,0.67,354,1040,321,168,56,423,557
144,Louisiana,30,9,21,0.3,-10.88,-4.85,7,11,7,7,2,14,2013,2180,,1210,727,1728,0.421,149,494,0.302,410,620,0.661,407,1103,343,162,86,446,572
145,Louisiana-Monroe,32,18,14,0.563,-9.56,-6.01,11,7,14,0,2,13,2305,2317,,,790,1874,0.422,287,798,0.36,438,614,0.713,391,1129,414,202,60,459,553
146,Louisiana State,32,17,15,0.531,12.75,7.44,5,11,14,4,1,9,2177,2007,,1290,800,1774,0.451,174,517,0.337,403,572,0.705,391,1205,445,218,155,452,493
147,Louisiana Tech,30,10,20,0.333,-4.66,0.64,7,9,7,4,3,14,1922,2081,,,728,1794,0.406,158,525,0.301,308,493,0.625,410,1086,355,208,97,432,619
148,Louisville,34,24,10,0.706,16.08,7.69,12,4,16,4,6,2,2433,2144,,,845,1946,0.434,250,751,0.333,493,727,0.678,456,1249,495,251,144,434,698
149,Loyola (IL),32,21,11,0.656,4.31,0.78,10,6,12,4,6,6,2237,2075,,1290,774,1710,0.453,170,498,0.341,519,713,0.728,405,1146,375,171,115,421,533
150,Loyola Marymount,31,13,18,0.419,-5.68,1.8,5,9,8,5,4,12,2030,2228,,,730,1812,0.403,153,470,0.326,417,609,0.685,366,1069,462,213,58,508,591
151,Loyola (MD),31,18,13,0.581,-3.77,-5.44,12,6,8,4,9,7,2213,2148,,1250,764,1652,0.462,232,603,0.385,453,638,0.71,335,1038,438,196,105,441,651
152,Maine,30,12,18,0.4,-10.54,-5.25,7,9,5,6,7,9,1961,2025,,,711,1685,0.422,197,587,0.336,342,511,0.669,332,1024,363,235,98,399,518
153,Manhattan,30,13,17,0.433,-8.12,-4.78,10,8,7,7,6,9,1978,2076,,,704,1666,0.423,124,429,0.289,446,632,0.706,364,1031,334,235,109,428,635
154,Marist,34,25,9,0.735,1.65,-4.29,14,4,13,1,9,6,2548,2337,,,888,1971,0.451,312,879,0.355,460,674,0.682,405,1255,514,189,74,441,628
155,Marquette,34,24,10,0.706,14.14,6.95,10,6,16,4,6,4,2443,2207,,,851,1951,0.436,217,651,0.333,524,783,0.669,488,1251,475,295,115,496,691
156,Marshall,32,13,19,0.406,-1.89,2.33,7,9,9,5,3,10,2112,2247,,,728,1816,0.401,191,651,0.293,465,713,0.652,458,1187,399,213,138,493,627
