Rk,School,G,W 2001,L 2001,W-L% 2001,SRS,SOS,W 2001 Conf,L 2001 Conf,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,Arizona State,29,14,15,0.483,9.79,6.79,7,11,12,5,2,10,2229,2142,,1165,812,1784,0.455,144,431,0.334,461,703,0.656,415,1070,475,208,77,438,
12,Arizona,34,24,10,0.706,16.93,12.49,12,6,13,4,6,5,2793,2642,,,935,2039,0.459,258,686,0.376,665,910,0.731,430,1286,527,207,103,478,
13,Little Rock,29,18,11,0.621,2.67,-2.52,8,6,11,2,7,8,2152,1940,,1165,746,1597,0.467,210,546,0.385,450,639,0.704,324,1034,387,271,63,476,
14,Arkansas-Pine Bluff,28,2,26,0.071,-27.49,-8.7,2,16,2,7,0,19,1852,2378,,,647,1789,0.362,143,530,0.27,415,628,0.661,370,964,298,311,66,531,
15,Arkansas State,31,15,16,0.484,2.13,-1.98,5,9,9,4,3,9,2259,2076,,,826,1815,0.455,190,540,0.352,417,575,0.725,403,1154,410,230,166,460,
16,Arkansas,29,14,15,0.483,12.27,10.13,6,10,11,5,3,7,2171,2108,,,775,1777,0.436,232,694,0.334,389,598,0.651,319,930,445,306,99,413,
17,Army,28,12,16,0.429,-13.02,-7.44,6,8,8,6,4,9,1871,1962,,1125,650,1518,0.428,145,425,0.341,426,596,0.715,286,914,326,162,74,412,
18,Auburn,28,12,16,0.429,6.89,7.96,4,12,12,5,0,9,1835,1865,,,659,1575,0.418,163,517,0.315,354,597,0.593,361,1011,371,229,151,503,
19,Austin Peay,32,14,18,0.438,-4.02,-1.02,8,8,9,4,3,11,2255,2253,,1295,803,1785,0.45,200,604,0.331,449,702,0.64,336,1098,383,233,134,469,
20,Ball State,35,23,12,0.657,8.87,3.29,12,6,12,2,8,7,2731,2517,,1410,927,2061,0.45,310,815,0.38,567,752,0.754,393,1253,422,218,138,443,
21,Baylor,30,14,16,0.467,6.23,5.08,4,12,12,4,1,10,2296,2166,,,800,1821,0.439,273,746,0.366,423,589,0.718,371,1083,514,278,116,428,
22,Belmont,28,11,17,0.393,-7.11,-3.39,8,12,7,5,3,11,2020,2124,,,698,1484,0.47,264,711,0.371,360,477,0.755,275,868,506,173,37,457,
23,Bethune-Cookman,29,12,17,0.414,-14.33,-8.26,8,10,6,7,5,9,1983,2140,,1175,672,1567,0.429,149,431,0.346,490,711,0.689,332,1030,259,210,70,504,
24,Binghamton,28,9,19,0.321,-13.87,-9.4,6,10,3,8,4,8,1811,1936,,,621,1535,0.405,194,569,0.341,375,529,0.709,310,944,320,177,125,442,
25,Boise State,30,13,17,0.433,-1.64,2.09,6,12,9,6,3,11,1877,1973,,1205,675,1631,0.414,164,531,0.309,363,523,0.694,318,907,366,184,83,426,
26,Boston College,32,20,12,0.625,8.95,5.91,8,8,11,5,5,4,2354,2257,,,801,1913,0.419,212,629,0.337,540,776,0.696,452,1192,431,259,106,449,
27,Boston University,32,22,10,0.688,-4.68,-7.81,13,3,11,2,9,6,2147,2047,,,748,1767,0.423,203,567,0.358,448,651,0.688,393,1200,399,192,84,415,
28,Bowling Green State,33,24,9,0.727,7.68,1.46,12,6,13,1,7,6,2464,2238,,1340,834,1709,0.488,203,520,0.39,593,791,0.75,307,1063,473,209,93,462,
29,Bradley,29,9,20,0.31,-3.55,0.73,5,13,6,7,2,10,1759,1883,,,587,1508,0.389,134,431,0.311,451,630,0.716,335,1019,311,176,100,415,
30,Brigham Young,30,18,12,0.6,9.35,5.35,7,7,17,0,1,11,2115,1951,,,711,1514,0.47,170,428,0.397,523,688,0.76,265,1000,420,158,92,412,
31,Brown,27,17,10,0.63,-3.54,-5.89,8,6,9,4,7,6,2090,1997,,1085,716,1568,0.457,164,441,0.372,494,656,0.753,305,947,448,245,80,385,
32,Bucknell,29,13,16,0.448,-10.24,-7.07,8,6,7,3,4,11,1791,1883,,1165,626,1461,0.428,157,457,0.344,382,614,0.622,305,959,361,205,84,480,
33,Buffalo,30,12,18,0.4,-2.78,-0.48,7,11,7,5,4,11,2018,2087,,,697,1672,0.417,198,580,0.341,426,652,0.653,391,1074,391,191,67,465,
34,Butler,32,26,6,0.813,11.14,-0.4,12,4,11,2,10,3,2251,1849,,1295,788,1743,0.452,280,731,0.383,395,578,0.683,308,983,468,250,74,322,
35,Cal Poly,27,15,12,0.556,-1.28,-1.48,9,9,11,2,4,9,1870,1833,,1090,666,1564,0.426,190,562,0.338,348,512,0.68,329,937,368,193,71,376,
36,Cal State Fullerton,27,5,22,0.185,-11.41,-1.06,2,16,4,9,1,13,1689,1922,,,579,1448,0.4,163,513,0.318,368,560,0.657,306,873,329,160,90,409,
37,Cal State Northridge,28,12,16,0.429,-2.89,0.41,11,7,7,6,5,9,1911,1946,,1125,661,1589,0.416,158,476,0.332,431,647,0.666,372,1006,389,289,58,457,
38,UC-Irvine,32,21,11,0.656,3.44,-0.19,13,5,10,2,7,6,2220,2089,,1295,783,1652,0.474,177,477,0.371,477,698,0.683,339,1121,405,206,76,457,
39,UC-Riverside,26,8,18,0.308,-7.18,-0.62,5,13,4,7,4,10,1678,1835,,1040,601,1398,0.43,153,482,0.317,323,501,0.645,299,918,330,127,116,421,
40,UC-Santa Barbara,31,20,11,0.645,5.55,-0.05,11,7,11,2,5,8,2066,1889,,,693,1544,0.449,201,499,0.403,479,634,0.756,301,1078,454,171,87,423,
41,University of California,32,23,9,0.719,13.08,7.45,12,6,18,1,4,7,2310,2130,,,835,1849,0.452,187,595,0.314,453,669,0.677,365,1087,487,254,132,423,
42,Campbell,27,8,19,0.296,-15.39,-5.2,6,14,7,6,1,13,1909,2158,,,680,1542,0.441,169,463,0.365,380,541,0.702,316,897,376,148,73,404,
43,Canisius,30,10,20,0.333,-8.16,-4.83,5,13,6,7,2,12,1965,2065,,1205,691,1806,0.383,204,636,0.321,379,552,0.687,392,1079,395,226,93,387,
44,Centenary (LA),27,14,13,0.519,-5.98,-1.48,,,11,2,2,11,1947,1872,,,684,1526,0.448,169,438,0.386,410,600,0.683,,896,349,214,70,392,
45,Central Connecticut State,32,27,5,0.844,-1.1,-9.29,19,1,13,2,11,2,2280,2018,,,814,1777,0.458,139,397,0.35,513,697,0.736,418,1247,426,215,107,480,
46,Central Florida,29,17,12,0.586,-1.2,-6.38,12,8,12,4,5,8,2249,2070,,,817,1739,0.47,200,492,0.407,415,587,0.707,346,1068,429,248,105,443,
47,Central Michigan,28,9,19,0.321,-3.59,1.33,5,13,7,6,2,12,1960,2071,,1135,677,1475,0.459,122,408,0.299,484,699,0.692,308,940,334,197,65,443,
48,Charleston Southern,29,12,17,0.414,-14.19,-6.23,8,6,9,4,3,12,1823,1981,,,651,1513,0.43,136,441,0.308,385,574,0.671,310,1003,335,242,84,533,
49,Charlotte,30,18,12,0.6,13.61,8.68,11,5,11,3,6,7,2205,2057,,1205,761,1730,0.44,247,676,0.365,436,616,0.708,377,1136,416,203,72,408,
50,Chattanooga,30,16,14,0.533,1.2,0.56,9,7,12,2,3,9,2195,2115,,1200,792,1798,0.44,175,507,0.345,436,606,0.719,419,1185,382,211,175,465,
51,Chicago State,28,2,26,0.071,-20.25,0.51,0,14,2,10,0,15,1766,2275,,1125,648,1620,0.4,118,426,0.277,352,571,0.616,397,1003,410,184,57,520,
52,Cincinnati,35,31,4,0.886,24.38,6.58,14,2,18,0,7,3,2738,2115,,,967,2071,0.467,209,577,0.362,595,839,0.709,462,1396,480,167,154,416,
53,Citadel,29,17,12,0.586,-0.49,-2.25,8,8,12,2,4,9,2115,1980,,,694,1673,0.415,208,611,0.34,519,731,0.71,397,1126,363,212,88,440,
54,Clemson,30,13,17,0.433,3.56,5.16,4,12,8,8,3,7,2257,2305,,1215,823,1876,0.439,182,572,0.318,429,685,0.626,462,1246,440,220,105,466,
55,Cleveland State,28,12,16,0.429,-2.3,-1.47,6,10,9,6,3,9,1882,1905,,1120,673,1513,0.445,150,457,0.328,386,603,0.64,323,993,325,222,125,460,
56,Coastal Carolina,28,8,20,0.286,-16.42,-6.92,5,9,6,6,2,13,1947,2195,,,633,1589,0.398,188,564,0.333,493,712,0.692,355,942,348,238,42,490,
57,Colgate,28,17,11,0.607,-5.84,-7.15,8,6,9,4,8,6,2037,1935,,1135,718,1582,0.454,143,434,0.329,458,655,0.699,305,951,392,210,62,370,
58,College of Charleston,30,21,9,0.7,4.9,-3.13,9,7,10,4,7,4,2082,1824,,1220,730,1680,0.435,169,456,0.371,453,633,0.716,391,1181,379,213,146,399,
59,Colorado State,30,12,18,0.4,3.09,4.28,3,11,7,7,3,9,2064,2047,,1220,731,1533,0.477,140,372,0.376,462,684,0.675,327,1058,455,185,99,524,
60,Colorado,29,15,14,0.517,6.16,4.99,5,11,12,4,2,9,2312,2258,,,834,1842,0.453,192,538,0.357,452,668,0.677,434,1249,508,178,137,425,
61,Columbia,28,11,17,0.393,-6.14,-3.72,4,10,5,6,4,10,1543,1596,,,508,1219,0.417,181,538,0.336,346,499,0.693,207,873,331,130,124,466,
62,Connecticut,34,27,7,0.794,16.02,7.43,13,3,13,1,7,3,2646,2354,,,972,2012,0.483,154,391,0.394,548,787,0.696,464,1381,494,256,236,545,
63,Coppin State,31,6,25,0.194,-18.76,-7.83,3,15,3,7,2,12,1803,2130,,1260,640,1695,0.378,125,461,0.271,398,559,0.712,399,1102,274,202,96,505,
64,Cornell,27,5,22,0.185,-13,-2.58,2,12,4,8,1,13,1558,1797,,,549,1446,0.38,200,641,0.312,260,375,0.693,257,884,344,190,67,395,
65,Creighton,32,23,9,0.719,8.38,1.38,14,4,12,3,7,5,2421,2197,,1310,849,1829,0.464,230,619,0.372,493,675,0.73,384,1142,488,261,125,458,
66,Dartmouth,27,9,18,0.333,-14.02,-5.71,2,12,4,9,4,8,1698,1887,,1085,582,1359,0.428,263,671,0.392,271,391,0.693,194,736,362,154,64,344,
67,Davidson,31,21,10,0.677,0.6,0.71,11,5,11,2,7,6,2192,2046,,,776,1778,0.436,249,705,0.353,391,574,0.681,369,1193,484,210,116,486,
68,Dayton,32,21,11,0.656,12.73,3.38,10,6,13,4,6,6,2339,2040,,1285,814,1816,0.448,224,629,0.356,487,715,0.681,449,1278,546,185,106,433,
69,Delaware State,29,16,13,0.552,-9.37,-10.54,12,6,7,3,8,9,1880,1846,,1160,644,1577,0.408,221,667,0.331,371,503,0.738,309,907,395,181,64,372,
70,Delaware,30,14,16,0.467,-1.57,-1.4,9,9,8,4,4,9,2002,2007,,,705,1715,0.411,214,635,0.337,378,521,0.726,358,1096,403,214,80,401,
71,Denver,28,8,20,0.286,-8.16,-1.6,3,12,6,7,2,12,1820,1958,,,681,1561,0.436,162,428,0.379,296,423,0.7,239,864,374,177,46,349,
72,DePaul,28,9,19,0.321,0.6,6.21,2,14,5,8,2,9,1981,2138,,,708,1715,0.413,165,528,0.313,400,610,0.656,407,1121,463,198,71,472,
73,Detroit Mercy,31,18,13,0.581,2.39,1.04,11,5,11,1,7,9,2037,1995,,1245,756,1765,0.428,167,513,0.326,358,568,0.63,383,1156,385,162,106,364,
74,Drake,29,14,15,0.483,-2.16,-0.54,9,9,9,4,4,10,2007,2054,,,669,1499,0.446,232,595,0.39,437,606,0.721,261,923,399,144,37,389,
75,Drexel,28,14,14,0.5,-2.84,-2.41,11,7,10,2,3,10,2040,2052,,1120,706,1721,0.41,188,583,0.322,440,648,0.679,403,1103,440,182,135,363,
76,Duke,35,31,4,0.886,28.91,9.16,13,3,13,0,7,3,3112,2421,,,1093,2209,0.495,301,830,0.363,625,906,0.69,428,1303,625,351,113,501,
77,Duquesne,28,9,19,0.321,-4.72,3.43,4,12,7,6,2,12,1792,2020,,1130,624,1482,0.421,152,436,0.349,392,541,0.725,296,940,324,162,69,447,
78,East Carolina,30,12,18,0.4,-0.82,6.63,5,11,10,5,0,12,1932,2068,,1210,646,1663,0.388,209,675,0.31,431,625,0.69,381,1060,346,176,138,442,
79,East Tennessee State,28,18,10,0.643,3.23,-1.57,11,5,12,1,6,8,2281,2039,,1125,822,1790,0.459,139,440,0.316,498,707,0.704,407,1129,392,252,119,480,
80,Eastern Illinois,31,15,16,0.484,-8.06,-1.71,7,9,10,3,4,11,2305,2397,,1245,802,1867,0.43,205,598,0.343,496,712,0.697,386,1119,443,203,91,473,
81,Eastern Kentucky,27,7,20,0.259,-14.13,-2.34,3,13,7,6,0,14,1971,2158,,1110,708,1739,0.407,177,592,0.299,378,523,0.723,385,1056,409,223,76,440,
82,Eastern Michigan,30,6,24,0.2,-14.73,-0.7,2,16,4,11,1,11,1994,2370,,1215,667,1581,0.422,146,433,0.337,514,745,0.69,350,1017,347,129,85,495,
83,Eastern Washington,30,17,13,0.567,-2.11,-1.32,10,4,8,3,6,8,2094,2068,,1205,706,1496,0.472,177,460,0.385,505,713,0.708,241,901,444,213,82,521,
84,Elon,29,13,16,0.448,-13.43,-7.07,7,7,10,2,1,13,2016,2117,,1165,737,1784,0.413,122,389,0.314,420,624,0.673,413,1051,354,260,98,501,
85,Evansville,28,7,21,0.25,-8.36,0.68,4,14,6,8,1,12,1893,2146,,,662,1472,0.45,164,473,0.347,405,562,0.721,255,895,413,154,75,470,
86,Fairfield,29,12,17,0.414,-5.63,-4.28,9,9,7,5,4,11,2078,2117,,,698,1616,0.432,157,463,0.339,525,719,0.73,355,1075,394,239,199,523,
87,Fairleigh Dickinson,29,4,25,0.138,-19.56,-10.28,4,16,2,10,2,12,2073,2342,,1190,713,1650,0.432,195,610,0.32,452,661,0.684,323,956,390,195,79,525,
88,Florida A&M,28,9,19,0.321,-14.55,-7.48,9,9,6,3,3,15,1863,2061,,,638,1584,0.403,173,538,0.322,414,631,0.656,,991,298,223,90,500,
89,Florida Atlantic,31,19,12,0.613,-3.95,-5.33,13,7,10,3,6,8,2303,2235,,,859,2011,0.427,178,527,0.338,407,611,0.666,505,1212,483,294,108,474,
90,Florida International,30,10,20,0.333,-5.43,-0.5,4,10,8,6,1,11,1908,2027,,1210,738,1690,0.437,111,361,0.307,321,527,0.609,389,1015,306,286,82,474,
91,Florida State,29,12,17,0.414,4.28,9.13,4,12,10,6,1,10,2082,2145,,,759,1765,0.43,169,503,0.336,395,602,0.656,450,1122,382,222,101,476,
92,Florida,31,22,9,0.71,22.27,8.37,10,6,13,2,6,4,2495,2064,,,892,1899,0.47,232,658,0.353,479,687,0.697,430,1203,519,307,141,463,
93,Fordham,28,8,20,0.286,-4.35,3.47,4,12,5,5,2,12,1980,2199,,,761,1689,0.451,117,407,0.287,341,596,0.572,427,1104,411,248,91,546,
94,Fresno State,34,19,15,0.559,6.78,5.2,9,9,12,5,5,8,2481,2390,,,882,1998,0.441,229,700,0.327,488,732,0.667,392,1329,549,226,187,519,
95,Furman,31,17,14,0.548,-1.62,-1.24,7,9,11,4,3,9,2143,2046,,1245,783,1802,0.435,207,564,0.367,370,565,0.655,363,1113,476,271,66,433,
96,George Mason,29,19,10,0.655,0.81,-2.3,13,5,11,3,7,6,2024,1934,,1160,710,1648,0.431,166,477,0.348,438,622,0.704,361,1047,412,214,92,403,
97,George Washington,28,12,16,0.429,-2.22,3.5,5,11,6,5,3,8,1946,2106,,,637,1570,0.406,182,540,0.337,490,684,0.716,348,974,365,177,107,447,
98,Georgetown,30,19,11,0.633,13.18,4.22,9,7,12,5,6,4,2433,2112,,1235,834,1864,0.447,165,476,0.347,600,828,0.725,454,1252,484,303,191,480,
99,Georgia Southern,28,16,12,0.571,0.74,-0.8,9,7,12,2,4,9,2230,2088,,,814,1797,0.453,175,514,0.34,427,677,0.631,438,1168,422,254,98,450,
100,Georgia State,31,20,11,0.645,-0.8,-4.43,14,6,11,3,7,6,2388,2268,,1250,848,1831,0.463,219,603,0.363,473,659,0.718,387,1139,435,205,128,450,
101,Georgia Tech,31,15,16,0.484,8.47,8.66,7,9,10,7,4,6,2370,2376,,,834,1937,0.431,261,695,0.376,441,637,0.692,440,1183,481,269,101,478,
102,Georgia,32,22,10,0.688,14.68,9.24,10,6,12,2,6,6,2444,2271,,1290,871,1947,0.447,189,588,0.321,513,696,0.737,468,1226,495,281,114,455,
103,Gonzaga,33,29,4,0.879,13.9,0.74,13,1,13,0,11,2,2677,2197,,,907,1931,0.47,237,606,0.391,626,855,0.732,425,1370,522,189,113,458,
104,Grambling,28,9,19,0.321,-19.77,-9.92,7,11,8,4,1,15,2188,2427,,,815,1845,0.442,159,458,0.347,399,593,0.673,385,1147,426,180,136,482,
105,Green Bay,30,9,21,0.3,-4.42,-0.73,4,12,5,8,2,12,1970,2044,,1210,684,1434,0.477,189,477,0.396,413,582,0.71,250,855,406,169,60,430,
106,Hampton,33,26,7,0.788,-0.4,-8.9,17,1,10,0,11,4,2623,2344,,,933,1940,0.481,218,615,0.354,539,805,0.67,457,1241,470,265,115,489,
107,Hartford,32,14,18,0.438,-12.82,-8.2,10,6,8,5,5,10,1949,2097,,1290,699,1739,0.402,152,511,0.297,399,638,0.625,448,1232,321,167,102,521,
108,Harvard,26,14,12,0.538,-6.63,-6.1,7,7,9,3,4,9,1666,1680,,1050,629,1499,0.42,152,472,0.322,256,405,0.632,330,925,360,236,58,418,
109,Hawaii,33,27,6,0.818,9.81,1.15,15,3,16,1,7,3,2367,2081,,,818,1818,0.45,241,634,0.38,490,716,0.684,338,1103,546,230,116,407,
110,High Point,30,11,19,0.367,-14.09,-6.28,5,9,8,8,1,10,2077,2218,,1220,741,1789,0.414,170,547,0.311,425,600,0.708,411,1105,378,258,78,474,
111,Hofstra,32,12,20,0.375,-5.89,-1.39,5,13,6,5,1,12,2106,2250,,1285,726,1856,0.391,155,528,0.294,499,741,0.673,471,1322,411,206,154,568,
112,Holy Cross,33,18,15,0.545,-1.62,-5.1,9,5,9,3,6,8,2083,1968,,1325,694,1711,0.406,148,439,0.337,547,791,0.692,420,1176,438,258,103,470,
113,Houston,33,18,15,0.545,4.42,5.45,9,7,9,5,6,7,2371,2401,,1330,828,1749,0.473,149,389,0.383,566,831,0.681,384,1199,442,200,146,525,
114,Howard,31,18,13,0.581,-7.43,-9.23,11,7,10,2,5,10,2323,2267,,1250,813,1926,0.422,226,640,0.353,471,674,0.699,382,1093,381,232,78,406,
115,Idaho State,27,10,17,0.37,-9.98,-4.06,3,11,8,4,1,12,1892,2002,,,666,1586,0.42,185,579,0.32,375,557,0.673,299,901,367,234,89,399,
116,Idaho,28,9,19,0.321,-9.91,-1.24,6,12,5,9,4,9,1544,1764,,,546,1445,0.378,137,471,0.291,315,468,0.673,329,894,278,180,47,362,
117,Illinois-Chicago,34,20,14,0.588,1.45,1.42,8,8,11,2,3,10,2503,2400,,,862,1953,0.441,251,619,0.405,528,802,0.658,423,1180,462,195,48,435,
118,Illinois State,31,17,14,0.548,0.73,1.51,12,6,11,2,4,9,2081,2105,,1250,745,1686,0.442,164,442,0.371,427,551,0.775,306,969,436,207,67,442,
119,Illinois,35,26,9,0.743,19.2,9.94,11,5,13,1,5,6,2708,2369,,,908,1932,0.47,254,692,0.367,638,862,0.74,392,1264,590,258,141,511,
120,Indiana State,28,6,22,0.214,-4.46,1.72,4,14,4,10,2,11,1730,1903,,,607,1463,0.415,167,479,0.349,349,548,0.637,270,880,345,153,87,365,
121,Indiana,37,25,12,0.676,19.19,12.08,11,5,10,1,6,5,2607,2316,,,916,1990,0.46,270,659,0.41,505,726,0.696,406,1303,546,254,192,508,
122,Iona,30,13,17,0.433,-5.59,-4.25,10,8,5,6,5,8,2132,2172,,1215,728,1674,0.435,148,441,0.336,528,761,0.694,385,1098,417,238,153,555,
123,Iowa State,31,12,19,0.387,4.02,4.89,4,12,11,6,0,10,2161,2162,,1245,742,1611,0.461,102,268,0.381,575,769,0.748,337,1104,344,155,130,455,
124,Iowa,35,19,16,0.543,12.39,7.9,5,11,13,4,3,9,2541,2384,,1400,872,1910,0.457,208,552,0.377,589,850,0.693,441,1295,507,253,120,540,
125,IUPUI,30,15,15,0.5,-2.08,-0.31,6,8,8,5,4,8,2256,2230,,,800,1786,0.448,213,568,0.375,443,670,0.661,385,1133,472,217,88,451,
126,Jackson State,28,9,19,0.321,-16.2,-10.81,8,10,6,7,3,12,2047,2199,,,738,1696,0.435,157,487,0.322,414,676,0.612,335,983,471,187,74,418,
127,Jacksonville State,29,13,16,0.448,-9.36,-6.43,8,12,7,5,5,10,2037,2073,,1180,710,1627,0.436,175,522,0.335,442,649,0.681,399,1024,367,235,66,459,
128,Jacksonville,30,18,12,0.6,-3.26,-5.26,12,8,10,3,8,6,2130,1981,,1225,762,1764,0.432,200,629,0.318,406,610,0.666,452,1187,348,245,152,500,
129,James Madison,29,14,15,0.483,-3.17,-3.35,6,12,7,5,4,9,2031,2008,,1160,707,1679,0.421,174,514,0.339,443,640,0.692,393,1121,313,155,105,380,
130,Kansas State,29,13,16,0.448,3.81,6.77,6,10,12,5,0,10,1985,2050,,1165,713,1616,0.441,151,434,0.348,408,614,0.664,333,1016,408,169,117,418,
131,Kansas,37,33,4,0.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,,1259,2487,0.506,224,536,0.418,623,867,0.719,557,1638,767,357,210,602,
132,Kent State,36,30,6,0.833,13.67,2.1,17,1,12,0,10,3,2732,2305,,1450,986,2102,0.469,224,614,0.365,536,736,0.728,474,1322,483,229,72,391,
133,Kentucky,32,22,10,0.688,19.15,11.99,10,6,12,3,5,4,2460,2183,,,905,2021,0.448,219,692,0.316,431,638,0.676,492,1283,471,252,153,460,
134,La Salle,32,15,17,0.469,0.76,2.64,6,10,7,6,4,7,2128,2188,,,754,1833,0.411,176,542,0.325,444,604,0.735,454,1193,398,209,102,475,
135,Lafayette,29,15,14,0.517,-6.43,-6.15,8,6,9,4,5,9,2106,2071,,1165,713,1536,0.464,222,620,0.358,458,613,0.747,235,901,423,244,95,445,
136,Lamar,29,15,14,0.517,-9.36,-7.9,11,9,6,6,7,8,2032,2071,,1160,691,1635,0.423,195,595,0.328,455,663,0.686,323,1114,316,180,120,446,
137,Lehigh,28,5,23,0.179,-14.16,-6.5,2,12,4,8,1,14,1853,2025,,1130,655,1531,0.428,160,485,0.33,383,548,0.699,266,941,414,213,94,474,
138,Liberty,30,5,25,0.167,-22.02,-7.26,2,12,4,9,1,12,1907,2307,,,689,1692,0.407,125,445,0.281,404,653,0.619,378,1091,326,264,90,613,
139,Long Beach State,30,13,17,0.433,-2.66,0.91,9,9,7,7,4,9,2135,2165,,,781,1701,0.459,193,570,0.339,380,594,0.64,335,1005,428,231,87,490,
140,Long Island University,27,5,22,0.185,-23.18,-7.69,5,15,3,10,2,11,2055,2473,,1095,763,1763,0.433,168,553,0.304,361,528,0.684,328,906,388,206,54,413,
141,Louisiana,31,20,11,0.645,2.15,0.15,11,4,13,1,5,8,2146,2056,,1240,775,1790,0.433,140,466,0.3,456,710,0.642,422,1202,459,227,159,502,
142,Louisiana-Monroe,32,20,12,0.625,-5.47,-4.43,15,5,14,0,5,10,2274,2268,,1280,835,1917,0.436,182,546,0.333,422,649,0.65,418,1204,440,252,217,498,
143,Louisiana State,34,19,15,0.559,10.24,5.82,6,10,12,5,3,7,2324,2176,,1370,850,1860,0.457,204,561,0.364,420,626,0.671,373,1217,468,280,79,518,
144,Louisiana Tech,32,22,10,0.688,7.59,2.52,14,4,13,2,9,7,2340,2154,,1295,821,1826,0.45,162,489,0.331,536,767,0.699,435,1310,410,190,90,447,
145,Louisville,32,19,13,0.594,11.7,7.35,8,8,16,3,2,8,2431,2292,,1285,853,2022,0.422,261,776,0.336,464,734,0.632,459,1255,475,248,124,476,
146,Loyola (IL),30,17,13,0.567,0.46,-0.54,9,7,11,2,4,10,2170,2111,,1210,765,1829,0.418,147,509,0.289,493,707,0.697,477,1191,418,223,86,436,
147,Loyola Marymount,29,9,20,0.31,-7.46,-0.1,2,12,5,9,3,9,2002,2182,,,696,1673,0.416,144,487,0.296,466,600,0.777,329,1015,407,177,67,430,
148,Loyola (MD),28,5,23,0.179,-17.18,-6.18,4,14,3,9,2,13,1649,1957,,1145,542,1461,0.371,129,478,0.27,436,667,0.654,307,945,257,209,40,459,
149,Maine,30,12,18,0.4,-12.93,-9.55,7,9,4,7,5,8,1908,1998,,1220,670,1516,0.442,167,498,0.335,401,597,0.672,326,1082,386,186,182,499,
150,Manhattan,29,20,9,0.69,2.65,-5.39,12,6,12,1,6,7,2176,1943,,1165,747,1667,0.448,141,404,0.349,541,733,0.738,385,1036,374,286,105,448,
151,Marist,28,19,9,0.679,1.63,-5.2,13,5,10,4,9,5,2079,1888,,1120,702,1614,0.435,207,583,0.355,468,627,0.746,281,951,427,230,113,329,
152,Marquette,33,26,7,0.788,17.16,4.77,13,3,16,0,5,6,2413,2004,,1320,871,1841,0.473,173,456,0.379,498,720,0.692,420,1170,462,279,113,455,
153,Marshall,30,15,15,0.5,-1.42,1.22,8,10,10,4,4,9,2328,2322,,1215,824,1751,0.471,252,595,0.424,428,620,0.69,347,1065,461,193,98,440,
154,Maryland-Baltimore County,29,20,9,0.69,-8.07,-11.62,15,5,9,2,8,6,2140,2037,,1185,764,1740,0.439,129,379,0.34,483,716,0.675,381,1127,430,251,93,438,
155,Maryland-Eastern Shore,29,11,18,0.379,-15.59,-9.08,7,11,5,5,5,12,1910,2099,,,664,1715,0.387,208,619,0.336,374,573,0.653,422,1020,327,174,65,379,
156,Maryland,36,32,4,0.889,23.5,9.38,15,1,15,0,7,2,3060,2552,,1440,1083,2248,0.482,217,580,0.374,677,933,0.726,473,1479,714,302,216,495,
157,Massachusetts,29,13,16,0.448,2.9,4.45,6,10,8,6,3,9,1865,1910,,1165,677,1624,0.417,204,587,0.348,307,459,0.669,358,1024,424,170,107,426,
