Rk,School,G,W 1993,L 1993,W-L% 1993,SRS,SOS,W 1993 Conf,L 1993 Conf,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
23,Bowling Green State,28,18,10,0.643,4.08,0.08,12,6,,,,,2033,1883,,,732,1475,0.496,128,346,0.37,441,636,0.693,,927,397,203,73,400,484
24,Bradley,31,23,8,0.742,2.65,-1.15,14,4,,,,,2140,2008,,,767,1654,0.464,148,433,0.342,458,721,0.635,,1085,437,264,79,484,583
25,Brigham Young,32,22,10,0.688,7.58,3.52,12,6,,,,,2540,2382,,,876,1779,0.492,141,444,0.318,647,880,0.735,,1185,482,219,108,474,691
26,Brown,26,12,14,0.462,-12.43,-5.74,6,8,,,,,1684,1858,,,592,1468,0.403,154,414,0.372,346,508,0.681,,900,348,172,72,398,551
27,Bucknell,27,10,17,0.37,-9.44,-8.86,6,8,,,,,2243,2218,,,801,1790,0.447,142,474,0.3,499,680,0.734,,1089,345,227,122,461,531
28,Buffalo,28,10,18,0.357,-13.83,-7.61,3,2,,,,,1972,2131,,,786,1844,0.426,57,224,0.254,343,594,0.577,,1126,364,248,125,469,539
29,Butler,29,16,13,0.552,1.51,-0.03,6,4,,,,,2167,2104,,,738,1609,0.459,124,349,0.355,567,803,0.706,,1112,388,164,42,492,598
30,Cal State Fullerton,27,8,19,0.296,-5.35,0.17,6,12,,,,,1943,2055,,,675,1545,0.437,140,414,0.338,453,699,0.648,,975,350,216,70,458,559
31,Cal State Northridge,26,8,18,0.308,-10.72,-1.2,,,,,,,1897,2124,,,675,1524,0.443,123,333,0.369,424,589,0.72,,850,378,243,47,454,561
32,UC-Irvine,30,10,20,0.333,-4.67,0.43,4,14,,,,,2369,2489,,,803,1826,0.44,234,626,0.374,529,813,0.651,,1105,437,255,98,538,694
33,UC-Santa Barbara,30,13,17,0.433,-2.8,0.71,9,9,,,,,2008,2093,,,709,1582,0.448,136,400,0.34,454,722,0.629,,1115,447,209,108,530,615
34,University of California,30,22,8,0.733,14.24,7.14,13,5,,,,,2358,2145,,,837,1791,0.467,175,524,0.334,509,760,0.67,,1136,529,258,120,437,561
35,Campbell,29,20,9,0.69,-5,-8.7,13,5,,,,,2101,1928,,,752,1702,0.442,205,537,0.382,392,606,0.647,,1073,486,253,71,433,479
36,Canisius,29,22,7,0.759,2.79,-3.59,12,2,,,,,2305,2120,,,822,1724,0.477,206,561,0.367,455,649,0.701,,1060,540,248,88,478,515
37,Centenary (LA),28,16,12,0.571,-5.51,-7.86,8,8,,,,,2283,2155,,,812,1854,0.438,226,636,0.355,433,676,0.641,,1054,437,287,104,423,575
38,Central Connecticut State,26,4,22,0.154,-29.36,-8.28,0,5,,,,,1929,2350,,,679,1729,0.393,210,635,0.331,361,564,0.64,,1032,390,246,78,595,509
39,Central Florida,30,21,9,0.7,-6.25,-7.82,11,5,,,,,2418,2318,,,883,1888,0.468,141,413,0.341,511,752,0.68,,1210,469,214,113,445,609
40,Central Michigan,26,5,21,0.192,-12.8,-0.44,4,14,,,,,1494,1807,,,558,1374,0.406,95,287,0.331,283,468,0.605,,838,314,142,89,433,459
41,Charleston Southern,27,9,18,0.333,-11.43,-7.01,7,11,,,,,2250,2297,,,854,1923,0.444,152,505,0.301,390,575,0.678,,1088,387,293,50,476,635
42,Charlotte,29,16,13,0.552,8.15,5.88,7,5,,,,,2018,1956,,,709,1708,0.415,156,475,0.328,444,651,0.682,,1169,425,190,159,411,606
43,Chattanooga,30,23,7,0.767,1.98,-1.77,14,4,,,,,2451,2309,,,826,1745,0.473,227,597,0.38,572,801,0.714,,1119,458,207,80,428,499
44,Chicago State,27,4,23,0.148,-21.84,-3.27,2,3,,,,,2116,2587,,,770,1792,0.43,188,551,0.341,388,577,0.672,,881,325,254,56,440,488
45,Cincinnati,32,22,10,0.688,15.3,6.18,7,5,,,,,2485,2193,,,861,2012,0.428,253,693,0.365,510,744,0.685,,1270,431,252,81,477,615
46,Citadel,27,11,16,0.407,-6.58,-3.78,6,12,,,,,1871,1873,,,680,1569,0.433,137,465,0.295,374,558,0.67,,965,326,235,66,424,584
47,Clemson,34,18,16,0.529,9.17,6.82,6,10,,,,,2557,2477,,1360,910,1984,0.459,240,699,0.343,497,767,0.648,,1327,553,255,144,570,605
48,Cleveland State,29,14,15,0.483,-4.76,-1.76,9,9,,,,,2089,2166,,,769,1791,0.429,106,352,0.301,445,694,0.641,,1183,408,215,78,523,607
49,Coastal Carolina,26,15,11,0.577,-8.53,-7.36,10,8,,,,,1984,1967,,,691,1571,0.44,222,569,0.39,380,544,0.699,,909,344,188,77,271,450
50,Colgate,29,17,12,0.586,-6.28,-9.62,9,5,,,,,2360,2263,,,812,1824,0.445,225,595,0.378,511,665,0.768,,1090,404,196,111,387,645
51,College of Charleston,28,24,4,0.857,4.54,-5.76,14,2,,,,,2147,1833,,,779,1574,0.495,154,385,0.4,435,671,0.648,,1031,435,259,92,374,542
52,Colorado State,28,15,13,0.536,4.59,2.09,8,10,,,,,2153,2007,,,741,1686,0.44,212,561,0.378,459,637,0.721,,1005,455,219,102,357,548
53,Colorado,27,10,17,0.37,0.03,5.29,2,12,,,,,1992,2134,,,711,1665,0.427,88,303,0.29,482,731,0.659,,1087,412,202,152,461,533
54,Columbia,26,6,20,0.231,-19.13,-7.29,4,10,,,,,1555,1836,,,562,1379,0.408,67,213,0.315,364,543,0.67,,906,348,179,123,501,499
55,Connecticut,34,29,5,0.853,22.63,6.31,16,2,,,,,2888,2333,,,1045,2111,0.495,192,520,0.369,606,841,0.721,,1411,628,296,218,525,640
56,Coppin State,30,22,8,0.733,2.88,-7.09,16,0,,,,,2277,1924,,,775,1792,0.432,255,640,0.398,472,648,0.728,,1095,413,290,147,425,507
57,Cornell,26,8,18,0.308,-15.15,-4.74,3,11,,,,,1716,1890,,,638,1524,0.419,135,429,0.315,305,463,0.659,,971,360,197,50,440,489
58,Creighton,29,7,22,0.241,-9.76,-0.02,3,15,,,,,1898,2151,,,663,1669,0.397,140,454,0.308,432,657,0.658,,1061,435,206,72,522,661
59,Dartmouth,26,10,16,0.385,-13.25,-7.05,6,8,,,,,1730,1853,,,638,1436,0.444,112,335,0.334,342,504,0.679,,934,389,193,86,434,526
60,Davidson,30,22,8,0.733,1.45,-2.91,13,5,,,,,2294,2113,,,798,1653,0.483,169,472,0.358,529,704,0.751,,1083,417,211,70,479,557
61,Dayton,27,6,21,0.222,-3.32,4.42,1,11,,,,,1945,2129,,,691,1664,0.415,235,698,0.337,328,518,0.633,,961,395,184,35,455,564
62,Delaware State,27,8,19,0.296,-20.07,-8.75,5,11,,,,,1929,1190,,,684,1708,0.4,145,518,0.28,416,720,0.578,,1140,339,233,79,562,549
63,Delaware,27,14,13,0.519,-5.62,-6.18,7,7,,,,,1967,1906,,,737,1627,0.453,162,429,0.378,331,492,0.673,,1069,389,169,56,437,494
64,DePaul,28,16,12,0.571,11.02,5.84,4,8,,,,,2194,2047,,,778,1674,0.465,123,405,0.304,515,726,0.709,,1201,443,204,83,477,583
65,Detroit Mercy,29,16,13,0.552,-0.06,1.78,5,5,,,,,2070,2109,,,718,1652,0.435,165,450,0.367,469,756,0.62,,1197,365,184,120,496,664
66,Drake,27,11,16,0.407,-2.2,0.49,6,12,,,,,2081,2125,,,737,1687,0.437,175,516,0.339,432,640,0.675,,954,370,337,73,444,601
67,Drexel,30,25,5,0.833,3.31,-6.17,12,2,,,,,2295,1968,,,798,1777,0.449,204,543,0.376,495,785,0.631,,1262,503,156,68,367,560
68,Duke,34,28,6,0.824,19.21,8.92,12,4,,,,,2639,2289,,1360,950,1953,0.486,172,471,0.365,567,797,0.711,,1227,529,243,204,481,535
69,Duquesne,30,17,13,0.567,6.35,5.75,8,8,,,,,2159,2159,,,759,1693,0.448,137,429,0.319,504,814,0.619,,1075,414,222,150,435,562
70,East Carolina,27,15,12,0.556,0.1,-3.68,7,7,,,,,1992,1890,,,725,1672,0.434,171,482,0.355,371,551,0.673,,1043,410,223,74,367,533
71,East Tennessee State,30,16,14,0.533,-0.75,-1.5,13,5,,,,,2512,2430,,,925,2104,0.44,190,626,0.304,472,788,0.599,,1232,366,330,88,499,671
72,Eastern Illinois,27,12,15,0.444,-9.31,-4.24,7,11,,,,,1852,1971,,,669,1560,0.429,108,378,0.286,406,622,0.653,,990,359,200,62,442,566
73,Eastern Kentucky,27,13,14,0.481,-3.83,-3.79,9,7,,,,,2223,2153,,,799,1770,0.451,187,499,0.375,438,596,0.735,,971,381,229,70,382,526
74,Eastern Michigan,27,15,12,0.556,-1.69,-0.61,10,8,,,,,2065,2022,,,760,1672,0.455,158,431,0.367,387,607,0.638,,1049,412,223,45,395,514
75,Eastern Washington,26,5,21,0.192,-15.61,0.39,0,14,,,,,1749,2024,,,643,1505,0.427,115,344,0.334,348,558,0.624,,941,326,182,69,455,557
76,Evansville,32,21,11,0.656,5.87,-1.57,6,4,,,,,2451,2158,,,843,1757,0.48,244,570,0.428,521,753,0.692,,1156,570,152,71,488,621
77,Fairfield,27,8,19,0.296,-8.27,-2.2,4,10,,,,,1929,2092,,,711,1562,0.455,156,419,0.372,351,544,0.645,,898,361,177,96,364,559
78,Fairleigh Dickinson,27,14,13,0.519,-7.38,-5.8,10,8,,,,,1938,1973,,,676,1570,0.431,137,431,0.318,449,748,0.6,,1078,289,163,80,450,550
79,Florida A&M,27,4,23,0.148,-21.88,-8.07,2,14,,,,,1718,2064,,,608,1642,0.37,118,445,0.265,384,660,0.582,,1033,223,215,66,561,584
80,Florida Atlantic,27,3,24,0.111,-18.64,-0.52,0,0,,,,,1863,2341,,,687,1665,0.413,120,371,0.323,369,547,0.675,,962,283,209,72,466,218
81,Florida International,27,11,16,0.407,-7.37,-5.37,7,9,,,,,1855,1909,,,658,1520,0.433,126,408,0.309,413,686,0.602,,1005,385,214,54,463,563
82,Florida State,27,13,14,0.481,9.37,7.22,6,10,,,,,2078,2020,,,760,1713,0.444,166,520,0.319,392,598,0.656,,1076,377,231,110,431,514
83,Florida,37,29,8,0.784,16.11,9.01,12,4,,,,,2777,2514,,,985,2170,0.454,196,545,0.36,611,867,0.705,,1478,529,305,145,591,683
84,Fordham,27,12,15,0.444,-10.6,-7.14,9,5,,,,,1922,1990,,,695,1520,0.457,81,251,0.323,451,621,0.726,,943,366,179,96,409,498
85,Fresno State,32,21,11,0.656,5.38,3,13,5,,,,,2412,2308,,,850,1749,0.486,217,579,0.375,495,698,0.709,,1086,590,251,89,446,543
86,Furman,28,10,18,0.357,-8.68,-2.94,6,12,,,,,2014,2174,,,756,1642,0.46,169,483,0.35,333,549,0.607,,1036,444,223,76,544,594
87,George Mason,27,10,17,0.37,-9.91,-4.21,5,9,,,,,2385,2539,,,880,2090,0.421,196,614,0.319,429,682,0.629,,1277,406,250,88,516,601
88,George Washington,30,18,12,0.6,9.28,6.38,8,8,,,,,2078,1991,,,724,1777,0.407,183,549,0.333,447,691,0.647,,1215,392,234,128,441,644
89,Georgetown,31,19,12,0.613,17.42,12.07,10,8,,,,,2264,2036,,,766,1783,0.43,132,422,0.313,600,849,0.707,,1216,426,263,132,530,662
90,Georgia Southern,28,14,14,0.5,-4.74,-3.29,9,9,,,,,2111,2101,,,804,1891,0.425,181,524,0.345,322,501,0.643,,1036,349,259,53,408,619
91,Georgia State,27,13,14,0.481,-7.24,-7.78,9,7,,,,,1990,1949,,,736,1627,0.452,62,229,0.271,456,740,0.616,,1059,399,227,108,487,548
92,Georgia Tech,29,16,13,0.552,11.44,9.03,7,9,,,,,2200,2130,,,807,1793,0.45,187,525,0.356,399,572,0.698,,1099,501,217,96,421,460
93,Georgia,30,14,16,0.467,10.46,7.46,7,9,,,,,2396,2306,,,894,1885,0.474,167,460,0.363,441,732,0.602,,1241,482,244,133,553,611
94,Gonzaga,30,22,8,0.733,7.88,0.13,12,2,,,,,2449,2141,,,862,1754,0.491,186,460,0.404,539,746,0.723,,1112,425,202,59,389,544
95,Grambling,27,9,18,0.333,-20.83,-10.35,4,10,,,,,2186,2341,,,845,1871,0.452,84,284,0.296,412,640,0.644,,1094,465,247,52,480,555
96,Green Bay,34,27,7,0.794,9.8,-1.88,15,3,,,,,2258,1872,,,824,1681,0.49,148,396,0.374,462,607,0.761,,1103,583,249,84,438,590
97,Hartford,28,16,12,0.571,-2.53,-4.78,9,5,,,,,2139,2076,,,749,1768,0.424,119,347,0.343,522,744,0.702,,1143,355,303,92,461,553
98,Harvard,26,9,17,0.346,-12.43,-8.75,5,9,,,,,1769,1857,,,652,1541,0.423,125,409,0.306,340,529,0.643,,978,380,285,60,472,524
99,Hawaii,33,18,15,0.545,1.62,4.14,11,7,,,,,2377,2460,,,876,2003,0.437,201,555,0.362,424,649,0.653,,1167,526,193,128,485,655
100,Hofstra,29,9,20,0.31,-17.58,-8.72,1,4,,,,,1968,2228,,,700,1555,0.45,59,215,0.274,509,753,0.676,,898,387,249,81,506,589
101,Holy Cross,28,14,14,0.5,-10.51,-6.37,9,5,,,,,2343,2457,,,788,1853,0.425,168,497,0.338,599,904,0.663,,1087,392,278,142,430,582
102,Houston,27,8,19,0.296,-4.15,1.37,5,9,,,,,2074,2223,,,726,1733,0.419,156,458,0.341,466,665,0.701,,1039,420,261,67,487,602
103,Howard,27,10,17,0.37,-13.49,-9.37,7,9,,,,,1926,2014,,,662,1612,0.411,118,368,0.321,484,821,0.59,,1250,301,168,179,562,595
104,Idaho State,27,18,9,0.667,1.15,-1.31,10,4,,,,,2228,2071,,,750,1636,0.458,147,450,0.327,581,859,0.676,,1015,404,272,73,446,505
105,Idaho,28,18,10,0.643,1.53,-1.31,9,5,,,,,2036,1894,,,747,1656,0.451,138,420,0.329,404,637,0.634,,1162,396,151,116,470,528
106,Illinois-Chicago,29,20,9,0.69,3.49,-3.34,14,4,,,,,2466,2237,,,892,1935,0.461,220,599,0.367,462,639,0.723,,1053,414,302,108,417,381
107,Illinois State,27,16,11,0.593,4.05,0.68,12,6,,,,,1993,1900,,,699,1550,0.451,145,434,0.334,450,682,0.66,,967,478,189,57,415,586
108,Illinois,28,17,11,0.607,18.96,9.75,10,8,,,,,2353,2095,,,833,1739,0.479,162,436,0.372,525,732,0.717,,1081,483,171,79,374,525
109,Indiana State,26,4,22,0.154,-10.99,0.36,3,15,,,,,1639,1934,,,570,1401,0.407,85,270,0.315,414,624,0.663,,852,332,166,86,427,493
110,Indiana,30,21,9,0.7,15.92,12.05,12,6,,,,,2428,2312,,,832,1720,0.484,182,401,0.454,582,776,0.75,,1145,523,183,125,476,551
111,Iona,27,7,20,0.259,-11.84,-4.43,3,11,,,,,2025,2233,,,740,1601,0.462,73,257,0.284,472,655,0.721,,991,419,180,106,453,446
112,Iowa State,27,14,13,0.519,14.01,6.16,4,10,,,,,2298,2055,,,812,1644,0.494,153,421,0.363,521,687,0.758,,1007,498,228,97,417,487
113,Iowa,27,11,16,0.407,11.42,9.68,5,13,,,,,2254,2207,,,781,1754,0.445,164,510,0.322,528,807,0.654,,1118,477,303,76,495,477
114,Jackson State,29,19,10,0.655,-3.1,-8.92,11,3,,,,,2352,2128,,,887,1910,0.464,124,396,0.313,454,690,0.658,,1242,493,217,139,466,554
115,Jacksonville,28,17,11,0.607,0.28,-2.47,11,7,,,,,2174,2097,,,765,1735,0.441,166,435,0.382,478,733,0.652,,1108,385,231,108,425,592
116,James Madison,30,20,10,0.667,2.2,-1.41,10,4,,,,,2498,2390,,,890,1783,0.499,200,505,0.396,518,722,0.717,,1040,447,173,113,459,560
117,Kansas State,34,20,14,0.588,8.58,6.53,4,10,,,,,2406,2336,,,842,2080,0.405,246,710,0.346,476,717,0.664,,1226,440,282,42,603,682
118,Kansas,35,27,8,0.771,20.69,8.6,9,5,,,,,2817,2392,,,1026,2181,0.47,201,530,0.379,564,893,0.632,,1497,628,277,192,564,659
119,Kent State,27,13,14,0.481,-2.46,-1.17,8,10,,,,,1792,1834,,,609,1415,0.43,140,370,0.378,434,611,0.71,,968,364,141,70,434,587
120,Kentucky,34,27,7,0.794,21.56,9.41,12,4,,,,,2952,2537,,,1027,2195,0.468,301,857,0.351,597,875,0.682,,1303,648,394,195,533,762
121,La Salle,27,11,16,0.407,-0.88,2.89,4,6,,,,,1945,2041,,,683,1694,0.403,207,647,0.32,372,561,0.663,,952,354,227,53,342,540
122,Lafayette,28,9,19,0.321,-14.05,-7.98,4,10,,,,,2127,2265,,,765,1766,0.433,147,449,0.327,450,666,0.676,,1065,372,179,67,372,552
123,Lamar,27,10,17,0.37,-5.01,-0.41,6,12,,,,,2015,2061,,,696,1638,0.425,179,505,0.354,444,636,0.698,,1025,375,218,31,415,514
124,Lehigh,27,10,17,0.37,-15.72,-8.34,6,8,,,,,2094,2274,,,763,1634,0.467,108,305,0.354,460,664,0.693,,938,411,204,94,433,607
125,Liberty,30,18,12,0.6,-6.62,-6.98,12,6,,,,,2152,2091,,,743,1662,0.447,211,573,0.368,455,636,0.715,,1099,479,173,125,469,514
126,Long Beach State,27,17,10,0.63,0.41,-0.19,11,7,,,,,2167,2094,,,753,1573,0.479,165,479,0.344,496,730,0.679,,957,422,223,103,521,630
127,Long Island University,27,3,24,0.111,-21.97,-5.56,2,16,,,,,1962,2405,,,669,1785,0.375,127,450,0.282,497,757,0.657,,967,308,322,76,444,603
128,Louisiana,30,22,8,0.733,5.7,-1.02,13,5,,,,,2264,2157,,,807,1810,0.446,204,582,0.351,446,618,0.722,,1030,418,292,117,364,525
129,Louisiana-Monroe,28,19,9,0.679,-3.56,-6.82,15,3,,,,,2295,2192,,,852,1793,0.475,223,632,0.353,368,545,0.675,,1001,469,277,74,417,538
130,Louisiana State,27,11,16,0.407,7.21,8.47,5,11,,,,,2161,2195,,,776,1808,0.429,184,564,0.326,425,651,0.653,,1035,371,271,68,434,576
131,Louisiana Tech,27,2,25,0.074,-19.24,0.03,0,18,,,,,1637,2113,,,622,1626,0.383,77,274,0.281,316,519,0.609,,1031,272,189,42,542,502
132,Louisville,34,28,6,0.824,18.71,7.35,10,2,,,,,2726,2339,,,998,2047,0.488,224,611,0.367,506,795,0.636,,1325,564,291,170,509,532
133,Loyola (IL),27,8,19,0.296,-8.01,0.41,1,9,,,,,1848,2038,,,708,1590,0.445,119,382,0.312,313,534,0.586,,930,400,201,80,443,476
134,Loyola Marymount,27,6,21,0.222,-8.73,1.98,4,10,,,,,2132,2429,,,746,1653,0.451,161,502,0.321,479,687,0.697,,1015,399,194,106,584,623
135,Loyola (MD),30,17,13,0.567,-3.04,-3.01,6,8,,,,,2359,2361,,,811,1843,0.44,175,523,0.335,562,817,0.688,,1135,467,263,49,539,604
136,Maine,29,20,9,0.69,-2.14,-6.69,11,3,,,,,2414,2258,,,913,2022,0.452,119,369,0.322,469,732,0.641,,1274,476,309,103,506,656
137,Manhattan,30,20,10,0.667,5.53,-3.14,10,4,,,,,2262,2002,,,820,1787,0.459,171,466,0.367,451,654,0.69,,1249,431,243,107,508,644
138,Marist,27,14,13,0.519,-7.09,-8.09,10,8,,,,,2112,2090,,,711,1636,0.435,154,458,0.336,536,736,0.728,,1072,351,197,105,421,513
139,Marquette,33,24,9,0.727,15.64,8.02,10,2,,,,,2298,2040,,,819,1818,0.45,204,525,0.389,456,674,0.677,,1312,580,164,196,433,508
140,Marshall,27,9,18,0.333,-12.12,-2.04,7,11,,,,,1990,2219,,,737,1662,0.443,146,477,0.306,370,554,0.668,,1030,290,242,76,572,596
141,Maryland-Baltimore County,27,6,21,0.222,-13.38,-5.61,5,13,,,,,1969,2151,,,700,1668,0.42,153,441,0.347,416,641,0.649,,1041,354,207,123,467,578
142,Maryland-Eastern Shore,28,16,12,0.571,-12.74,-11.38,10,6,,,,,2050,2018,,,754,1683,0.448,134,371,0.361,408,633,0.645,,1017,346,233,91,430,561
143,Maryland,30,18,12,0.6,14.07,7.34,8,8,,,,,2399,2197,,,868,1901,0.457,141,401,0.352,522,766,0.681,,1193,502,303,176,536,624
144,Massachusetts,35,28,7,0.8,16.78,6.3,14,2,,,,,2674,2307,,,957,2153,0.444,157,491,0.32,603,954,0.632,,1466,530,259,214,527,700
145,McNeese State,27,11,16,0.407,-8.88,-5.56,9,9,,,,,1903,1922,,,704,1656,0.425,169,521,0.324,326,525,0.621,,1100,368,211,98,430,541
146,Memphis,29,13,16,0.448,5.41,5.93,4,8,,,,,2092,2105,,,781,1793,0.436,143,445,0.321,387,565,0.685,,1129,462,273,189,522,576
147,Mercer,29,5,24,0.172,-15.66,-1.59,3,13,,,,,1893,2256,,,657,1602,0.41,132,425,0.311,447,659,0.678,,1077,322,186,103,497,523
148,Miami (FL),27,7,20,0.259,-1.79,6.32,0,18,,,,,1690,1909,,,638,1523,0.419,138,428,0.322,276,472,0.585,,1067,413,191,141,531,537
149,Miami (OH),30,19,11,0.633,6.14,0.56,12,6,,,,,2291,2092,,,828,1804,0.459,243,627,0.388,392,619,0.633,,1068,428,269,98,440,621
150,Michigan State,32,20,12,0.625,15.67,10.7,10,8,,,,,2426,2267,,,944,1875,0.503,159,420,0.379,379,567,0.668,,1176,514,213,88,508,566
151,Michigan,32,24,8,0.75,17.91,12.04,13,5,,,,,2542,2352,,,962,1979,0.486,173,495,0.349,445,661,0.673,,1177,525,267,87,494,631
152,Middle Tennessee,27,8,19,0.296,-10.81,-4.77,5,11,,,,,1929,2055,,,711,1751,0.406,112,390,0.287,395,585,0.675,,1037,306,226,54,419,605
153,Milwaukee,27,10,17,0.37,-9.46,-4.38,7,11,,,,,1858,2003,,,624,1582,0.394,177,522,0.339,433,581,0.745,,971,349,176,102,353,451
154,Minnesota,35,22,13,0.629,19.14,10.14,10,8,,,,,2602,2312,,,962,2097,0.459,190,523,0.363,488,700,0.697,,1287,607,263,83,440,641
155,Mississippi State,29,18,11,0.621,10.66,7.38,9,7,,,,,2185,2059,,,785,1719,0.457,141,452,0.312,474,771,0.615,,1196,457,214,144,536,600
156,Mississippi Valley State,27,10,17,0.37,-16,-8.87,6,8,,,,,2216,2396,,,837,1997,0.419,168,546,0.308,374,637,0.587,,1171,393,264,111,407,596
157,Mississippi,27,14,13,0.519,3.13,7.8,7,9,,,,,1940,1992,,,706,1652,0.427,81,319,0.254,447,726,0.616,,1113,369,248,159,532,650
158,Missouri-Kansas City,29,12,17,0.414,-5.53,-1.24,,,,,,,2075,2189,,,717,1637,0.438,134,390,0.344,507,717,0.707,,1037,362,203,99,442,557
159,Missouri State,27,12,15,0.444,0.14,0.14,7,11,,,,,1690,1690,,,618,1478,0.418,120,371,0.323,334,505,0.661,,1022,363,147,47,415,547
160,Missouri,32,28,4,0.875,15.65,8.26,14,0,,,,,2593,2361,,,898,1965,0.457,204,575,0.355,593,873,0.679,,1263,492,226,103,477,651
161,Monmouth,29,18,11,0.621,-6.91,-7.64,13,5,,,,,2206,2185,,,779,1625,0.479,151,403,0.375,497,704,0.706,,1033,471,261,103,518,516
162,Montana State,27,16,11,0.593,-0.44,-1.9,8,6,,,,,2174,2045,,,794,1777,0.447,161,455,0.354,425,615,0.691,,1021,458,231,84,415,536
163,Montana,28,19,9,0.679,3.9,-2.98,6,8,,,,,2138,1901,,,745,1556,0.479,150,369,0.407,498,758,0.657,,1114,501,205,119,445,521
164,Morehead State,28,14,14,0.5,-9.02,-3.6,8,8,,,,,2316,2431,,,753,1722,0.437,243,633,0.384,567,767,0.739,,1046,422,169,38,482,514
165,Morgan State,29,8,21,0.276,-16.6,-8.42,4,12,,,,,2072,2309,,,805,1905,0.423,120,438,0.274,342,592,0.578,,1224,362,273,107,632,765
166,Mount St. Mary's,28,14,14,0.5,-7.3,-8.37,9,9,,,,,2232,2203,,,825,1850,0.446,157,500,0.314,425,633,0.671,,1098,469,251,144,453,565
167,Murray State,29,23,6,0.793,3.77,-4.89,15,1,,,,,2611,2310,,,934,1971,0.474,186,532,0.35,557,819,0.68,,1174,347,298,152,406,617
