Rk,School,G,W 1994,L 1994,W-L% 1994,SRS,SOS,W 1994 Conf,L 1994 Conf,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
43,Charlotte,28,19,9,0.679,9.26,3.54,8,4,,,,,2087,1927,,,735,1670,0.44,151,432,0.35,466,626,0.744,,1134,427,179,151,416,573
44,Chattanooga,30,19,11,0.633,-1.49,-4.6,11,3,,,,,2294,2170,,,779,1743,0.447,229,674,0.34,507,732,0.693,,1139,458,243,104,496,567
45,Chicago State,26,6,20,0.231,-20.31,-4.85,6,12,,,,,1972,2382,,,724,1705,0.425,188,566,0.332,336,531,0.633,,852,343,267,61,438,504
46,Cincinnati,34,22,12,0.647,18.34,8.93,7,5,,,,,2754,2423,,,996,2143,0.465,236,669,0.353,526,799,0.658,,1361,550,228,103,526,742
47,Citadel,27,11,16,0.407,-12.95,-5.45,6,8,,,,,1837,1948,,,656,1548,0.424,156,515,0.303,369,549,0.672,,913,369,215,67,403,515
48,Clemson,28,15,13,0.536,10.3,8.7,5,11,,,,,1794,1749,,,652,1424,0.458,197,554,0.356,293,421,0.696,,844,400,212,47,324,516
49,Cleveland State,27,10,17,0.37,-8.59,-2.51,3,11,,,,,1992,2114,,,734,1651,0.445,98,294,0.333,426,655,0.65,,1050,407,242,91,519,538
50,Coastal Carolina,26,6,20,0.231,-14.88,-4.58,3,13,,,,,1857,2075,,,675,1647,0.41,151,511,0.295,356,528,0.674,,955,359,188,59,416,548
51,Colgate,30,17,13,0.567,-5.43,-4.96,11,3,,,,,2296,2313,,,828,1824,0.454,192,537,0.358,448,700,0.64,,1222,390,193,188,499,592
52,College of Charleston,29,23,6,0.793,2.99,-5.01,15,1,,,,,2075,1819,,,763,1714,0.445,145,429,0.338,404,616,0.656,,1145,429,238,125,364,519
53,Colorado State,31,17,14,0.548,3.39,3.96,7,11,,,,,2321,235,,,777,1743,0.446,180,540,0.333,587,806,0.728,,1185,444,198,124,466,598
54,Colorado,28,15,13,0.536,8.51,7.44,5,9,,,,,2227,2198,,,808,1767,0.457,166,483,0.344,445,679,0.655,,1026,472,285,139,461,642
55,Columbia,26,4,22,0.154,-22.44,-8.12,1,13,,,,,1591,1922,,,561,1378,0.407,125,363,0.344,344,533,0.645,,923,320,147,87,559,470
56,Connecticut,33,28,5,0.848,18.99,7.41,16,2,,,,,2837,2455,,,1027,2176,0.472,227,588,0.386,556,746,0.745,,1369,632,284,116,515,580
57,Coppin State,31,21,10,0.677,-2.08,-8.35,15,1,,,,,2278,2059,,,779,1850,0.421,244,691,0.353,476,633,0.752,,1161,388,248,123,405,562
58,Cornell,26,9,17,0.346,-19.89,-8.73,4,10,,,,,1823,2091,,,657,1612,0.408,165,470,0.351,344,542,0.635,,1003,334,190,85,443,639
59,Creighton,26,7,19,0.269,-6.82,3.06,4,14,,,,,1588,1845,,,567,1496,0.379,175,512,0.342,279,499,0.559,,1010,343,136,73,465,559
60,Dartmouth,26,13,13,0.5,-11.02,-8.94,10,4,,,,,1793,1798,,,648,1465,0.442,151,393,0.384,346,500,0.692,,968,417,179,148,419,468
61,Davidson,27,14,13,0.519,-5.08,-4.13,7,7,,,,,2004,1936,,,710,1559,0.455,125,391,0.32,459,635,0.723,,990,412,222,76,447,555
62,Dayton,27,7,20,0.259,-6.56,4.29,0,12,,,,,1800,2093,,,645,1591,0.405,140,437,0.32,370,612,0.605,,990,338,132,51,501,587
63,Delaware State,28,7,21,0.25,-20.22,-12.3,3,13,,,,,1938,2136,,,726,1709,0.425,101,361,0.28,385,624,0.617,,1104,355,197,67,481,567
64,Delaware,27,12,15,0.444,-4.04,-3.48,7,9,,,,,2047,1996,,,704,1516,0.464,164,462,0.355,475,644,0.738,,1035,410,157,53,445,518
65,DePaul,28,17,11,0.607,14.05,6.05,6,6,,,,,2218,2004,,,781,1628,0.48,190,496,0.383,466,652,0.715,,1024,485,215,51,391,535
66,Detroit Mercy,28,13,15,0.464,-0.64,0.98,9,5,,,,,1944,1969,,,677,1543,0.439,198,548,0.361,392,577,0.679,,1047,365,134,69,476,583
67,Drake,27,12,15,0.444,-1.15,3.08,9,9,,,,,1967,2081,,,689,1678,0.411,193,603,0.32,396,581,0.682,,926,338,284,107,371,580
68,Drexel,30,22,8,0.733,5.68,-3.69,12,4,,,,,2262,1981,,,772,1737,0.444,198,549,0.361,520,744,0.699,,1198,464,169,84,448,448
69,Duke,31,13,18,0.419,15.95,11.89,2,14,,,,,2410,2284,,1260,886,1864,0.475,225,590,0.381,413,616,0.67,,1143,476,177,136,446,555
70,Duquesne,28,10,18,0.357,0.79,5.82,5,11,,,,,1908,2049,,,680,1673,0.406,160,503,0.318,388,603,0.643,,977,322,229,73,459,65
71,East Carolina,29,18,11,0.621,-1.96,-5,7,7,,,,,2132,2015,,,778,1663,0.468,164,451,0.364,412,612,0.673,,1108,457,190,72,462,462
72,East Tennessee State,28,14,14,0.5,-5.98,-4.02,9,5,,,,,2217,2205,,,810,1771,0.457,210,550,0.382,387,610,0.634,,1040,413,253,100,494,593
73,Eastern Illinois,29,16,13,0.552,-9.12,-9.66,10,8,,,,,2142,2043,,,748,1649,0.454,195,520,0.375,451,690,0.654,,1073,426,212,94,449,550
74,Eastern Kentucky,28,9,19,0.321,-10.82,-6.11,6,10,,,,,2009,2141,,,727,1678,0.433,162,452,0.358,393,588,0.668,,987,305,169,41,384,565
75,Eastern Michigan,30,20,10,0.667,5.16,1.98,12,6,,,,,2239,2123,,,780,1786,0.437,168,508,0.331,511,764,0.669,,1239,367,200,112,411,557
76,Eastern Washington,26,6,20,0.231,-7.81,0.71,2,12,,,,,1763,1943,,,636,1470,0.433,81,241,0.336,410,574,0.714,,919,336,197,54,480,480
77,Evansville,27,18,9,0.667,13.41,-0.26,11,7,,,,,2078,1719,,,723,1457,0.496,181,424,0.427,451,641,0.704,,981,475,145,72,374,479
78,Fairfield,28,13,15,0.464,-3.35,-3.38,6,8,,,,,1921,1961,,,693,1465,0.473,170,462,0.368,365,540,0.676,,893,418,158,81,414,583
79,Fairleigh Dickinson,28,16,12,0.571,-9.32,-8.46,11,7,,,,,2058,2082,,,694,1611,0.431,134,416,0.322,536,800,0.67,,1124,303,181,79,493,493
80,Florida A&M,27,5,22,0.185,-24.54,-8.54,2,14,,,,,1943,2313,,,699,1724,0.405,128,448,0.286,417,638,0.654,,1045,311,156,106,473,543
81,Florida Atlantic,27,9,18,0.333,-15.06,-2.7,0,0,,,,,1702,1984,,,628,1544,0.407,108,311,0.347,338,532,0.635,,993,293,182,104,171,569
82,Florida International,30,11,19,0.367,-10.51,-5.31,4,12,,,,,2018,2172,,,734,1715,0.428,127,380,0.334,423,652,0.649,,1025,399,239,60,494,574
83,Florida State,27,12,15,0.444,13.01,12.5,5,11,,,,,2027,2013,,,745,1679,0.444,211,588,0.359,326,486,0.671,,1036,386,186,167,440,515
84,Florida,30,17,13,0.567,15.34,11.31,8,8,,,,,2178,2057,,,761,1682,0.452,133,370,0.359,523,731,0.715,,1167,415,206,95,471,568
85,Fordham,28,11,17,0.393,-10.71,-7.4,6,8,,,,,1842,1905,,,655,1492,0.439,84,244,0.344,448,666,0.673,,974,364,204,74,413,511
86,Fresno State,28,13,15,0.464,2.48,3.74,7,11,,,,,2000,2007,,,711,1554,0.458,214,569,0.376,364,537,0.678,,917,426,224,96,412,452
87,Furman,27,10,17,0.37,-8.57,-5.03,6,8,,,,,1820,1862,,,675,1560,0.433,173,528,0.328,297,450,0.66,,980,368,174,79,399,450
88,George Mason,27,7,20,0.259,-12.96,-1.81,2,12,,,,,2499,2748,,,957,2190,0.437,173,566,0.306,412,618,0.667,,1216,442,266,83,499,508
89,George Washington,32,18,14,0.563,6.79,6.82,10,6,,,,,2407,2408,,,849,1881,0.451,156,499,0.313,553,824,0.671,,1229,481,196,152,474,679
90,Georgetown,31,21,10,0.677,11.34,6.41,11,7,,,,,2340,2147,,,828,1899,0.436,142,495,0.287,542,834,0.65,,1238,375,327,168,556,607
91,Georgia Southern,28,8,20,0.286,-15.3,-3.96,3,11,,,,,1892,2095,,,711,1691,0.42,170,496,0.343,300,448,0.67,,980,361,220,49,480,485
92,Georgia State,28,11,17,0.393,-12.81,-7.21,6,10,,,,,2037,2179,,,753,1754,0.429,83,289,0.287,448,682,0.657,,1100,346,208,86,467,593
93,Georgia Tech,30,18,12,0.6,14.91,9.04,8,8,,,,,2400,2224,,,883,1879,0.47,195,517,0.377,439,610,0.72,,1062,531,252,115,399,467
94,Georgia,28,18,10,0.643,14.21,5.96,9,7,,,,,2175,1944,,,796,1719,0.463,149,443,0.336,434,672,0.646,,1144,455,236,161,425,497
95,Gonzaga,30,21,9,0.7,8.57,-0.22,7,7,,,,,2296,1984,,,763,1575,0.484,232,573,0.405,538,765,0.703,,1079,394,153,95,391,559
96,Grambling,28,11,17,0.393,-19.69,-10.86,5,9,,,,,2250,2391,,,827,1874,0.441,182,534,0.341,414,684,0.605,,1167,465,221,71,493,599
97,Green Bay,30,22,8,0.733,4.78,-1.36,11,4,,,,,1951,1767,,,679,1420,0.478,188,451,0.417,405,551,0.735,,879,500,197,58,359,508
98,Hartford,27,11,16,0.407,-5.78,-2.67,7,9,,,,,1893,1974,,,706,1676,0.421,99,304,0.326,382,580,0.659,,1024,393,257,89,435,539
99,Harvard,26,6,20,0.231,-14.5,-9.1,4,10,,,,,1738,1847,,,654,1582,0.413,134,432,0.31,296,459,0.645,,908,341,261,38,460,584
100,Hawaii,29,16,13,0.552,8.19,6.98,8,10,,,,,2033,1998,,,734,1634,0.449,160,439,0.364,405,612,0.662,,995,434,196,106,418,569
101,Hofstra,28,10,18,0.357,-8.47,-4.54,5,11,,,,,1976,2072,,,680,1606,0.423,168,514,0.327,448,661,0.678,,925,369,206,52,453,658
102,Holy Cross,27,15,12,0.556,-8.1,-9.84,9,5,,,,,2091,2044,,,723,1668,0.433,190,555,0.342,455,686,0.663,,978,375,270,144,422,615
103,Houston,28,9,19,0.321,-5.8,2.5,5,9,,,,,2146,2340,,,757,1754,0.432,164,518,0.317,468,692,0.676,,1110,404,215,121,500,557
104,Howard,27,9,18,0.333,-18.36,-10.95,8,8,,,,,1907,2115,,,687,1723,0.399,135,440,0.307,398,593,0.671,,1009,305,176,83,412,593
105,Idaho State,28,18,10,0.643,4.57,0.2,7,7,,,,,2248,2015,,,764,1636,0.467,133,388,0.343,587,838,0.7,,1024,435,240,85,434,530
106,Idaho,27,12,15,0.444,-1.12,4.3,6,8,,,,,1851,1941,,,669,1485,0.451,151,439,0.344,362,559,0.648,,912,359,161,37,397,495
107,Illinois-Chicago,27,18,9,0.667,1.65,-3.19,11,4,,,,,2248,2101,,,798,1847,0.432,229,640,0.358,423,584,0.724,,1050,458,252,96,361,527
108,Illinois State,33,20,13,0.606,4.03,3.35,13,5,,,,,2511,2480,,,874,1868,0.468,190,522,0.364,573,797,0.719,,1175,574,182,71,489,664
109,Illinois,31,19,12,0.613,11.95,7.68,10,8,,,,,2265,2125,,,823,1842,0.447,167,458,0.365,452,694,0.651,,1173,397,174,53,425,588
110,Indiana State,26,7,19,0.269,-4.85,0.83,3,15,,,,,1880,1995,,,660,1513,0.436,131,423,0.31,429,639,0.671,,961,393,196,82,453,541
111,Indiana,31,19,12,0.613,14.85,9.05,11,7,,,,,2345,2158,,,870,1796,0.484,107,297,0.36,498,748,0.666,,1172,487,184,146,477,571
112,Iona,27,10,17,0.37,-6.59,-4.93,6,8,,,,,2035,,,,754,1635,0.461,131,379,0.346,396,585,0.677,,919,425,180,97,,
113,Iowa State,34,23,11,0.676,16.57,9.7,6,8,,,,,2607,2298,,,911,1900,0.479,175,453,0.386,610,806,0.757,,1205,613,217,110,470,597
114,Iowa,33,21,12,0.636,16.02,6.86,9,9,,,,,2757,2460,,,935,2034,0.46,274,743,0.369,613,865,0.709,,1213,555,365,95,492,587
115,Jackson State,31,12,19,0.387,-9.14,-5.81,7,7,,,,,2390,2477,,,918,2045,0.449,158,496,0.319,396,663,0.597,,1338,492,277,133,593,593
116,Jacksonville,27,18,9,0.667,-0.31,-2.77,12,6,,,,,2062,1984,,,749,1669,0.449,143,400,0.358,421,678,0.621,,1115,380,237,108,448,504
117,James Madison,29,16,13,0.552,-0.34,-3.62,9,5,,,,,2276,2173,,,804,1669,0.482,193,500,0.386,475,661,0.719,,1075,351,132,157,429,541
118,Kansas State,27,12,15,0.444,4.14,9.66,3,11,,,,,1857,1945,,,678,1691,0.401,138,448,0.308,363,573,0.634,,1045,322,228,65,409,536
119,Kansas,31,25,6,0.806,22.16,10.02,11,3,,,,,2573,2171,,,915,1925,0.475,206,589,0.35,537,809,0.664,,1350,529,185,181,483,572
120,Kent State,27,8,19,0.296,-6.81,1.01,5,13,,,,,1757,1978,,,625,1556,0.402,132,381,0.346,375,533,0.704,,901,365,170,72,455,596
121,Kentucky,33,28,5,0.848,28.28,9.65,14,2,,,,,2884,2278,,,1016,2211,0.46,276,736,0.375,576,801,0.719,,1338,647,347,176,489,734
122,La Salle,27,13,14,0.481,-0.21,0.09,7,7,,,,,1994,2002,,,699,1694,0.413,236,752,0.314,360,539,0.668,,925,330,217,41,316,525
123,Lafayette,27,2,25,0.074,-27.88,-7.03,0,14,,,,,1833,2349,,,669,1728,0.387,126,439,0.287,369,562,0.657,,1007,273,188,50,510,603
124,Lamar,27,11,16,0.407,-11.26,-3.86,6,12,,,,,1775,1921,,,637,1597,0.399,107,379,0.282,394,637,0.619,,1052,316,199,38,443,508
125,Lehigh,27,11,16,0.407,-13.13,-8.86,5,9,,,,,2030,2131,,,709,1621,0.437,103,308,0.334,509,763,0.667,,1024,344,175,84,414,544
126,Liberty,28,12,16,0.429,-7.71,-4.21,7,9,,,,,1872,1925,,,662,1564,0.423,165,501,0.329,383,567,0.675,,1055,416,201,148,511,513
127,Long Beach State,30,20,10,0.667,4.84,3.64,13,5,,,,,2173,2098,,,799,1689,0.473,146,482,0.303,429,684,0.627,,1051,506,246,91,524,618
128,Long Island University,28,11,17,0.393,-18.03,-8.62,8,10,,,,,2248,2462,,,818,1993,0.41,153,485,0.315,459,726,0.632,,1090,327,294,97,421,629
129,Louisiana,29,7,22,0.241,-8.1,-1.47,4,14,,,,,1987,2106,,,735,1827,0.402,143,506,0.283,374,610,0.613,,1140,408,286,140,509,548
130,Louisiana-Monroe,32,14,18,0.438,-5.38,-3.22,11,7,,,,,2406,2475,,,891,2019,0.441,219,639,0.343,405,586,0.691,,1156,396,269,96,526,681
131,Louisiana State,27,12,15,0.444,5.97,7.46,6,10,,,,,2151,2191,,,791,1770,0.447,185,541,0.342,384,572,0.671,,1103,479,241,120,521,637
132,Louisiana Tech,27,14,13,0.519,-5.05,-5.24,9,9,,,,,1735,1718,,,608,1353,0.449,88,289,0.304,431,667,0.646,,884,290,234,31,456,600
133,Louisville,33,19,14,0.576,11.6,7.82,7,5,,,,,2521,2396,,,928,1976,0.47,229,627,0.365,436,651,0.67,,1125,517,335,189,514,620
134,Loyola (IL),27,5,22,0.185,-12.05,-1.7,2,13,,,,,1803,2053,,,641,1541,0.416,119,379,0.314,402,597,0.673,,909,369,216,93,439,572
135,Loyola Marymount,28,13,15,0.464,-1.09,0.51,4,10,,,,,2056,2058,,,739,1609,0.459,124,405,0.306,454,705,0.644,,1098,402,195,106,509,548
136,Loyola (MD),27,9,18,0.333,-9.63,-2.08,5,9,,,,,1852,2055,,,629,1560,0.403,136,416,0.327,458,657,0.697,,970,336,210,56,442,611
137,Maine,27,11,16,0.407,-9.45,-4.3,6,10,,,,,1860,1988,,,667,1642,0.406,118,402,0.294,408,667,0.612,,1072,317,218,90,430,537
138,Manhattan,31,26,5,0.839,9.32,-3.71,12,2,,,,,2333,1929,,,840,1737,0.484,152,412,0.369,501,756,0.663,,1190,488,264,122,437,593
139,Marist,28,17,11,0.607,-5.1,-8.95,12,6,,,,,2135,2027,,,749,1563,0.479,178,486,0.366,459,637,0.721,,1009,415,169,135,418,471
140,Marquette,33,21,12,0.636,11.96,5.78,7,5,,,,,2339,2135,,,796,1943,0.41,246,703,0.35,501,791,0.633,,1330,498,219,169,449,637
141,Marshall,27,18,9,0.667,-0.73,-6,10,4,,,,,2279,2095,,,772,1728,0.447,253,693,0.365,482,650,0.742,,970,420,303,110,482,589
142,Maryland-Baltimore County,27,13,14,0.481,-9.19,-6.23,10,6,,,,,1788,1839,,,633,1538,0.412,158,490,0.322,364,559,0.651,,1004,396,207,150,437,524
143,Maryland-Eastern Shore,27,13,14,0.481,-15.96,-12.46,9,7,,,,,1895,1898,,,703,1581,0.445,116,326,0.356,373,553,0.675,,949,313,189,95,359,498
144,Maryland,34,26,8,0.765,22.88,10.36,12,4,,,,,2946,2514,,,1035,2080,0.498,179,508,0.352,697,987,0.706,,1367,641,302,168,528,632
145,Massachusetts,34,29,5,0.853,23.15,8.03,13,3,,,,,2749,2235,,,1000,2164,0.462,180,527,0.342,569,863,0.659,,1507,580,265,273,499,663
146,McNeese State,27,11,16,0.407,-10.27,-7.02,7,11,,,,,2095,2183,,,739,1637,0.451,195,543,0.359,422,659,0.64,,926,494,289,57,429,429
147,Memphis,34,24,10,0.706,14.37,5.78,9,3,,,,,2701,2409,,,1003,2159,0.465,191,535,0.357,504,788,0.64,,1424,616,301,218,569,629
148,Mercer,29,15,14,0.517,-6.84,-5.69,8,8,,,,,2262,2269,,,812,1799,0.451,159,488,0.326,479,730,0.656,,1175,316,192,160,453,591
149,Miami (FL),28,15,13,0.536,2.09,4.12,9,9,,,,,1831,1888,,,653,1627,0.401,155,486,0.319,370,568,0.651,,1089,377,218,123,485,542
150,Miami (OH),30,23,7,0.767,10.06,0.82,16,2,,,,,2119,1827,,,749,1652,0.453,176,504,0.349,445,660,0.674,,1053,395,251,88,384,539
151,Michigan State,28,22,6,0.786,17.6,7.88,14,4,,,,,2194,1926,,,829,1664,0.498,158,387,0.408,378,562,0.673,,1074,462,180,46,393,496
152,Michigan,31,17,14,0.548,9.77,8.9,11,7,,,,,2188,2161,,,828,1863,0.444,114,414,0.275,418,647,0.646,,1175,382,235,130,522,690
153,Middle Tennessee,27,12,15,0.444,-13.62,-6.71,5,11,,,,,1934,2054,,,719,1684,0.427,93,279,0.333,403,612,0.658,,1030,374,236,70,572,572
154,Milwaukee,27,3,24,0.111,-16.97,-3.66,2,13,,,,,1824,2171,,,613,1620,0.378,154,492,0.313,444,624,0.712,,930,269,212,38,407,619
155,Minnesota,32,19,13,0.594,13.88,6.27,10,8,,,,,2360,2123,,,841,1946,0.432,202,601,0.336,476,691,0.689,,1268,516,242,84,481,688
156,Mississippi State,30,22,8,0.733,17.33,8.53,12,4,,,,,2201,1937,,,766,1721,0.445,240,643,0.373,429,618,0.694,,1184,469,202,141,492,544
157,Mississippi Valley State,28,17,11,0.607,-11,-11.59,10,4,,,,,2251,2197,,,842,1993,0.422,148,479,0.309,419,674,0.622,,1316,360,222,106,488,548
158,Mississippi,27,8,19,0.296,2.17,5.65,3,13,,,,,1878,1972,,,683,1629,0.419,117,417,0.281,395,628,0.629,,1028,412,183,76,437,632
159,Missouri-Kansas City,26,7,19,0.269,-11.21,-6.21,7,11,,,,,1823,1949,,,611,1436,0.425,120,396,0.303,481,675,0.713,,889,278,217,60,412,466
160,Missouri State,27,16,11,0.593,4.6,0.16,9,9,,,,,1827,1707,,,641,1511,0.424,152,441,0.345,393,583,0.674,,957,381,190,76,314,479
161,Missouri,29,20,9,0.69,11.97,8.35,8,6,,,,,2233,2128,,,756,1679,0.45,180,464,0.388,541,778,0.695,,1163,368,141,106,449,578
162,Monmouth,27,13,14,0.481,-5.77,-8.22,11,7,,,,,1910,1844,,,667,1461,0.457,143,364,0.393,433,593,0.73,,878,387,236,81,384,384
163,Montana State,29,21,8,0.724,11.82,0.98,8,6,,,,,2443,2054,,,930,1832,0.508,173,457,0.379,410,619,0.662,,1049,606,277,109,445,498
164,Montana,30,21,9,0.7,7.36,3.2,11,3,,,,,2337,2135,,,763,1666,0.458,179,474,0.378,632,868,0.728,,1128,462,286,92,521,576
165,Morehead State,27,15,12,0.556,-5.73,-5.33,10,6,,,,,2053,1974,,,697,1604,0.435,232,661,0.351,427,572,0.747,,971,412,177,92,376,514
166,Morgan State,27,5,22,0.185,-23.22,-8.55,5,11,,,,,1841,2248,,,687,1573,0.437,147,446,0.33,320,517,0.619,,875,353,236,56,509,628
167,Mount St. Mary's,30,17,13,0.567,-6.95,-6.74,12,6,,,,,2323,2312,,,840,1887,0.445,172,526,0.327,471,678,0.695,,1132,441,246,99,449,608
