Rk,School,G,W 1996,L 1996,W-L% 1996,SRS,SOS,W 1996 Conf,L 1996 Conf,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,Little Rock,29,18,11,0.621,-1.57,-4.09,11,7,,,,,2155,2014,,,757,1742,0.435,168,512,0.328,473,722,0.655,448,1215,438,131,99,545,545
12,Arkansas State,27,15,12,0.556,-5.48,-4.48,8,10,,,,,1988,1970,,,723,1620,0.446,126,401,0.314,416,627,0.663,344,962,396,193,111,410,509
13,Arkansas,32,18,14,0.563,14.68,6.99,8,8,,,,,2527,2281,,,919,2078,0.442,274,736,0.372,415,611,0.679,427,1155,509,318,124,494,638
14,Army,26,10,16,0.385,-16.77,-8.65,4,8,,,,,1821,1943,,,612,1490,0.411,188,537,0.35,409,562,0.728,335,936,333,168,49,411,553
15,Auburn,31,16,15,0.516,5.36,5.36,6,10,,,,,2056,2017,,,730,1759,0.415,212,703,0.302,384,596,0.644,466,1150,387,245,103,506,569
16,Austin Peay,31,17,14,0.548,-5,-7.31,12,6,,,,,2398,2278,,,841,1814,0.464,228,620,0.368,488,728,0.67,364,1112,425,225,121,428,517
17,Ball State,29,16,13,0.552,1.79,1.47,9,9,,,,,2157,2144,,,779,1741,0.447,136,403,0.337,463,708,0.654,390,998,425,263,60,439,512
18,Baylor,30,18,12,0.6,4.39,2.98,6,10,,,,,2149,2075,,,776,1802,0.431,227,680,0.334,370,651,0.568,390,1107,437,212,134,474,609
19,Bethune-Cookman,28,12,16,0.429,-12.05,-9.38,9,9,,,,,1993,2009,,,692,1606,0.431,191,574,0.333,418,631,0.662,308,872,347,218,89,401,525
20,Boise State,27,14,13,0.519,3.08,-0.77,9,7,,,,,1782,1678,,,622,1421,0.438,223,613,0.364,315,445,0.708,250,758,382,256,70,386,542
21,Boston College,31,22,9,0.71,11.94,6.71,12,6,,,,,2305,2143,,,780,1724,0.452,190,512,0.371,555,790,0.703,430,1194,408,240,87,473,568
22,Boston University,30,25,5,0.833,2.53,-2.84,17,1,,,,,2020,1859,,,725,1676,0.433,166,555,0.299,404,600,0.673,318,1105,446,227,136,431,543
23,Bowling Green State,32,22,10,0.688,8.49,1.56,13,5,,,,,2643,2378,,,975,2033,0.48,204,584,0.349,489,687,0.712,380,1034,523,378,114,450,657
24,Bradley,30,17,13,0.567,8.02,3.39,12,6,,,,,1928,1789,,,656,1484,0.442,151,407,0.371,465,663,0.701,276,1013,375,198,131,404,545
25,Brigham Young,26,1,25,0.038,-13.32,6.45,0,16,,,,,1547,2061,,,578,1453,0.398,99,379,0.261,292,453,0.645,284,824,316,147,53,425,505
26,Brown,26,4,22,0.154,-14.48,-2.13,3,11,,,,,1385,1706,,,492,1274,0.386,105,357,0.294,296,430,0.688,267,867,260,147,51,433,445
27,Bucknell,29,18,11,0.621,-4.18,-8.89,9,3,,,,,2039,1870,,,720,1637,0.44,190,559,0.34,409,580,0.705,359,1068,354,208,115,432,564
28,Buffalo,28,17,11,0.607,-4.1,-6.31,11,5,,,,,2002,1940,,,648,1555,0.417,159,487,0.326,547,834,0.656,364,1100,360,202,65,457,561
29,Butler,33,23,10,0.697,7.62,-0.16,12,4,,,,,2299,2004,,,763,1702,0.448,169,464,0.364,604,903,0.669,386,1186,432,210,123,480,657
30,Cal Poly,30,14,16,0.467,-0.69,-1.84,6,10,,,,,2444,2324,,,843,1936,0.435,290,827,0.351,468,625,0.749,401,998,461,285,53,440,636
31,Cal State Fullerton,27,13,14,0.481,-3.41,-2.41,6,10,,,,,1968,1995,,,700,1548,0.452,193,551,0.35,375,565,0.664,311,881,379,202,68,393,532
32,Cal State Northridge,29,14,15,0.483,-1.83,-2.87,8,8,,,,,2199,2132,,,765,1681,0.455,157,466,0.337,512,826,0.62,426,1105,464,299,94,541,670
33,UC-Irvine,26,1,25,0.038,-20.14,1.09,1,15,,,,,1514,2066,,,552,1328,0.416,56,247,0.227,354,574,0.617,304,836,279,177,70,552,498
34,UC-Santa Barbara,27,12,15,0.444,-5.02,-0.94,7,9,,,,,1864,1935,,,652,1436,0.454,133,349,0.381,427,598,0.714,326,958,369,161,68,451,522
35,University of California,32,23,9,0.719,17.25,10.03,12,6,,,,,2402,2171,,,871,1905,0.457,142,436,0.326,518,771,0.672,450,1216,520,271,135,526,588
36,Campbell,27,11,16,0.407,-14.7,-7.22,8,8,,,,,1770,1907,,,641,1525,0.42,179,503,0.356,309,457,0.676,312,949,372,151,93,413,540
37,Canisius,29,17,12,0.586,4,-1.97,10,4,,,,,1822,1649,,,653,1589,0.411,171,482,0.355,345,513,0.673,352,997,402,176,84,367,466
38,Centenary (LA),27,9,18,0.333,-18.09,-8.09,6,10,,,,,1989,2192,,,697,1714,0.407,180,589,0.306,415,660,0.629,,1000,343,223,46,401,496
39,Central Connecticut State,27,8,19,0.296,-12.02,-6.91,4,12,,,,,1673,1811,,,622,1458,0.427,95,364,0.261,334,502,0.665,347,917,326,240,51,437,512
40,Central Florida,26,7,19,0.269,-18.26,-8.76,4,12,,,,,1790,1989,,,632,1558,0.406,178,536,0.332,348,521,0.668,344,954,310,162,72,465,557
41,Central Michigan,26,7,19,0.269,-10.21,-0.01,4,14,,,,,1877,2101,,,624,1426,0.438,172,462,0.372,457,638,0.716,306,962,347,106,111,505,534
42,Charleston Southern,30,17,13,0.567,-6.93,-6.58,7,7,,,,,2151,2102,,,739,1730,0.427,199,570,0.349,474,681,0.696,349,1077,466,226,91,428,641
43,Charlotte,31,22,9,0.71,10.77,5.18,10,4,,,,,2217,2044,,,768,1838,0.418,182,532,0.342,499,677,0.737,442,1181,441,211,118,396,499
44,Chattanooga,35,24,11,0.686,2.6,-5.21,11,3,,,,,2680,2281,,,942,2034,0.463,217,650,0.334,579,839,0.69,535,1351,532,288,83,492,614
45,Chicago State,27,4,23,0.148,-19.07,-2.22,4,12,,,,,1863,2318,,,718,1809,0.397,140,511,0.274,287,515,0.557,409,1035,422,259,71,490,556
46,Cincinnati,34,26,8,0.765,20.64,5.44,12,2,,,,,2743,2226,,,962,1938,0.496,184,555,0.332,635,924,0.687,514,1357,525,264,100,523,716
47,Citadel,27,13,14,0.481,-8.79,-6.13,6,8,,,,,1932,1857,,,688,1573,0.437,146,440,0.332,410,616,0.666,333,1002,361,150,148,326,517
48,Clemson,33,23,10,0.697,17.41,10.72,9,7,,,,,2249,2028,,,774,1746,0.443,158,509,0.31,543,799,0.68,431,1155,458,228,85,422,633
49,Cleveland State,28,9,19,0.321,-6.71,0.69,6,10,,,,,1811,2018,,,603,1488,0.405,157,454,0.346,448,680,0.659,363,921,344,220,67,468,615
50,Coastal Carolina,27,11,16,0.407,-12.3,-6.67,6,8,,,,,1717,1825,,,636,1537,0.414,144,465,0.31,301,495,0.608,373,984,321,168,38,421,504
51,Colgate,28,12,16,0.429,-6.92,-6.42,8,4,,,,,2005,2019,,,740,1621,0.457,131,398,0.329,394,663,0.594,391,1165,417,180,217,496,505
52,College of Charleston,32,29,3,0.906,5.85,-6.85,16,0,,,,,2504,2108,,,937,1911,0.49,112,309,0.362,518,766,0.676,423,1145,519,293,146,425,544
53,Colorado State,29,20,9,0.69,5.09,1.67,10,6,,,,,2180,2021,,,755,1590,0.475,192,499,0.385,478,697,0.686,321,1070,511,208,131,453,485
54,Colorado,32,22,10,0.688,9.74,6.24,11,5,,,,,2340,2228,,,823,1959,0.42,147,406,0.362,547,803,0.681,430,1249,469,258,177,441,644
55,Columbia,26,6,20,0.231,-13.76,-4.36,1,13,,,,,1621,1825,,,551,1292,0.426,218,629,0.347,301,477,0.631,203,726,318,160,63,354,501
56,Connecticut,33,18,15,0.545,13.02,8.11,7,11,,,,,2170,2008,,,776,1866,0.416,181,508,0.356,437,672,0.65,454,1286,431,249,127,530,592
57,Coppin State,31,22,9,0.71,-1.22,-7.8,15,3,,,,,2453,2249,,,838,1806,0.464,171,513,0.333,606,823,0.736,364,1104,390,288,103,521,640
58,Cornell,26,15,11,0.577,-7.81,-6.89,7,7,,,,,1676,1648,,,614,1341,0.458,134,373,0.359,314,457,0.687,268,900,416,185,117,413,437
59,Creighton,30,15,15,0.5,3.91,2.41,10,8,,,,,2024,1979,,,746,1714,0.435,172,477,0.361,360,571,0.63,388,1047,385,197,88,373,528
60,Dartmouth,26,18,8,0.692,-0.44,-7.76,10,4,,,,,1788,1585,,,641,1395,0.459,139,394,0.353,367,523,0.702,245,872,386,229,112,371,472
61,Davidson,28,18,10,0.643,-0.01,-3.97,10,4,,,,,2105,1911,,,747,1622,0.461,186,513,0.363,425,590,0.72,354,969,481,249,69,415,525
62,Dayton,27,13,14,0.481,3.54,2.32,6,10,,,,,1903,1870,,,646,1504,0.43,168,494,0.34,443,625,0.709,359,991,342,133,70,426,533
63,Delaware State,27,7,20,0.259,-18.46,-7.09,7,11,,,,,1813,2120,,,651,1682,0.387,116,417,0.278,395,599,0.659,409,1091,319,173,76,505,541
64,Delaware,31,15,16,0.484,-0.13,-2.92,8,10,,,,,2324,2193,,,813,1845,0.441,171,538,0.318,527,704,0.749,406,1186,448,270,54,530,610
65,DePaul,26,3,23,0.115,-5.85,6.65,1,13,,,,,1437,1762,,,541,1525,0.355,127,460,0.276,228,399,0.571,358,919,267,206,69,429,484
66,Detroit Mercy,29,16,13,0.552,1.9,-0.6,11,5,,,,,1919,1799,,,651,1559,0.418,153,430,0.356,464,636,0.73,381,1074,361,163,88,378,521
67,Drake,28,2,26,0.071,-6.17,4.65,0,18,,,,,1751,2054,,,659,1582,0.417,138,424,0.325,295,459,0.643,268,826,355,224,51,404,484
68,Drexel,31,22,9,0.71,3.69,-3.63,16,2,,,,,2235,2008,,,740,1676,0.442,221,617,0.358,534,746,0.716,325,1185,447,123,47,428,569
69,Duke,33,24,9,0.727,22.72,9.27,12,4,,,,,2629,2185,,,895,1938,0.462,278,714,0.389,561,801,0.7,417,1117,473,280,131,423,625
70,Duquesne,27,9,18,0.333,2.04,6.15,5,11,,,,,1980,2091,,,705,1635,0.431,176,479,0.367,394,587,0.671,388,910,370,224,91,458,554
71,East Carolina,27,17,10,0.63,2.15,-2.2,9,7,,,,,1839,1703,,,649,1443,0.45,136,385,0.353,405,625,0.648,365,1040,297,153,67,386,518
72,East Tennessee State,27,7,20,0.259,-19.41,-4.17,2,12,,,,,1616,1961,,,608,1434,0.424,119,366,0.325,281,449,0.626,309,860,349,171,40,489,540
73,Eastern Illinois,27,12,15,0.444,-12.5,-7.62,9,9,,,,,1997,2061,,,725,1626,0.446,142,443,0.321,405,584,0.693,364,985,467,204,53,419,500
74,Eastern Kentucky,26,8,18,0.308,-16.41,-7.17,6,12,,,,,1776,2004,,,660,1521,0.434,114,334,0.341,342,547,0.625,357,972,352,170,66,476,536
75,Eastern Michigan,32,22,10,0.688,4.14,1.66,11,7,,,,,2589,2452,,,975,1970,0.495,143,421,0.34,496,698,0.711,400,1117,468,269,87,452,601
76,Eastern Washington,26,7,19,0.269,-11.25,-3.69,3,13,,,,,1790,1949,,,658,1459,0.451,126,361,0.349,348,545,0.639,294,908,406,167,63,422,527
77,Evansville,31,17,14,0.548,2.8,3.89,11,7,,,,,1965,2001,,,678,1560,0.435,193,531,0.363,416,557,0.747,284,927,421,173,66,466,608
78,Fairfield,30,11,19,0.367,-5.11,-2.31,2,12,,,,,1991,2075,,,690,1609,0.429,165,497,0.332,446,730,0.611,386,1065,388,219,107,494,613
79,Fairleigh Dickinson,28,18,10,0.643,-7.03,-5.46,13,5,,,,,2026,2070,,,700,1604,0.436,178,531,0.335,448,692,0.647,397,1072,379,221,101,476,529
80,Florida A&M,27,8,19,0.296,-17.91,-8.95,8,10,,,,,1861,2103,,,693,1621,0.428,105,358,0.293,370,591,0.626,369,1101,335,194,161,568,584
81,Florida Atlantic,27,16,11,0.593,-7.43,-9.31,11,5,,,,,1895,1813,,,684,1453,0.471,73,221,0.33,454,682,0.666,340,1055,309,221,113,505,548
82,Florida International,29,16,13,0.552,-4.64,-8.99,12,4,,,,,2238,2112,,,754,1695,0.445,271,722,0.375,459,699,0.657,319,1005,416,300,93,462,614
83,Florida State,32,20,12,0.625,16.36,9.73,6,10,,,,,2348,2136,,,866,1928,0.449,195,558,0.349,421,656,0.642,445,1206,492,280,142,439,608
84,Florida,30,13,17,0.433,5.46,5.15,5,11,,,,,2220,2181,,,762,1695,0.45,254,680,0.374,442,630,0.702,335,1047,404,224,111,492,589
85,Fordham,27,6,21,0.222,-5.82,3.81,1,15,,,,,1664,1924,,,560,1378,0.406,140,441,0.317,404,610,0.662,334,910,311,139,86,457,528
86,Fresno State,32,20,12,0.625,6.87,3.29,12,4,,,,,2648,2502,,,938,2070,0.453,255,762,0.335,517,753,0.687,444,1223,538,288,157,489,682
87,Furman,27,10,17,0.37,-12.81,-6.37,4,10,,,,,1783,1890,,,643,1579,0.407,146,488,0.299,351,542,0.648,390,1061,360,153,91,404,475
88,George Mason,27,10,17,0.37,-5.52,-1.7,4,12,,,,,2149,2252,,,792,1894,0.418,168,560,0.3,397,592,0.671,414,1128,353,280,75,420,524
89,George Washington,29,15,14,0.517,10.36,6.98,8,8,,,,,1946,1848,,,688,1660,0.414,138,447,0.309,432,617,0.7,402,1111,344,221,71,449,584
90,Georgetown,30,20,10,0.667,10.88,5.85,11,7,,,,,2083,1886,,,772,1934,0.399,117,392,0.298,422,707,0.597,559,1348,378,300,195,488,604
91,Georgia Southern,28,10,18,0.357,-20.6,-7.1,5,9,,,,,1722,2015,,,591,1447,0.408,167,515,0.324,373,581,0.642,368,982,363,151,55,541,611
92,Georgia State,27,10,17,0.37,-15.85,-11.37,6,10,,,,,1844,1930,,,680,1591,0.427,110,352,0.313,374,530,0.706,319,973,327,164,99,348,470
93,Georgia Tech,27,9,18,0.333,9.36,12.21,3,13,,,,,1660,1737,,,590,1489,0.396,168,579,0.29,312,477,0.654,419,979,325,168,107,438,436
94,Georgia,33,24,9,0.727,13,6.94,10,6,,,,,2376,2176,,,803,1833,0.438,261,716,0.365,509,778,0.654,494,1276,472,200,122,510,631
95,Gonzaga,27,15,12,0.556,0.19,-1.85,8,6,,,,,1956,1853,,,723,1568,0.461,138,387,0.357,372,532,0.699,352,987,413,185,86,379,542
96,Grambling,27,10,17,0.37,-18.07,-11.55,5,9,,,,,1816,1967,,,675,1548,0.436,114,376,0.303,352,586,0.601,347,905,328,226,48,412,547
97,Green Bay,28,14,14,0.5,0.88,-0.16,10,6,,,,,1568,1515,,,541,1265,0.428,122,333,0.366,364,514,0.708,221,834,331,185,77,0,497
98,Hampton,27,8,19,0.296,-14.96,-9.93,7,11,,,,,1816,1952,,,629,1580,0.398,167,516,0.324,391,619,0.632,374,1081,353,200,77,470,586
99,Hartford,28,17,11,0.607,-2.29,-5.15,11,7,,,,,2055,1975,,,707,1584,0.446,134,382,0.351,507,734,0.691,322,987,399,310,118,478,579
100,Harvard,26,17,9,0.654,-2.63,-7.95,10,4,,,,,1811,1635,,,645,1447,0.446,133,403,0.33,388,516,0.752,292,924,352,205,57,343,435
101,Hawaii,29,21,8,0.724,8.74,2.77,12,4,,,,,2174,2001,,,821,1685,0.487,104,305,0.341,428,641,0.668,377,1059,505,245,116,465,529
102,Hofstra,27,12,15,0.444,-5.45,-3.18,9,9,,,,,1764,1810,,,621,1472,0.422,87,320,0.272,435,635,0.685,325,923,313,206,63,438,594
103,Holy Cross,27,8,19,0.296,-14.52,-8.19,5,7,,,,,1815,1986,,1090,643,1605,0.401,156,498,0.313,373,615,0.607,341,1002,369,191,90,427,602
104,Houston,27,11,16,0.407,0.36,3.08,3,11,,,,,1972,2015,,,732,1499,0.488,140,376,0.372,368,558,0.659,325,990,401,187,72,537,512
105,Howard,27,7,20,0.259,-17.91,-7.64,7,11,,,,,1935,2204,,,630,1570,0.401,136,398,0.342,539,790,0.682,370,907,248,119,25,471,574
106,Idaho State,27,14,13,0.519,-5.62,-5.92,9,7,,,,,1990,1940,,,686,1445,0.475,112,362,0.309,506,830,0.61,296,910,395,262,77,446,503
107,Idaho,30,13,17,0.433,-6.11,1.53,5,11,,,,,1956,2019,,,728,1601,0.455,123,384,0.32,377,524,0.719,322,931,361,191,67,429,518
108,Illinois-Chicago,29,15,14,0.517,-1.54,-1.16,11,5,,,,,1885,1896,,,677,1595,0.424,130,375,0.347,401,611,0.656,376,1021,371,205,65,397,496
109,Illinois State,30,24,6,0.8,10.81,2.28,14,4,,,,,2226,1970,,,793,1749,0.453,193,542,0.356,447,670,0.667,407,1169,527,214,108,465,587
110,Illinois,32,22,10,0.688,15.64,7.79,11,7,,,,,2448,2197,,,848,1917,0.442,238,632,0.377,514,691,0.744,398,1076,515,249,63,434,663
111,Indiana State,28,12,16,0.429,-3.2,1.26,6,12,,,,,1945,2068,,,672,1637,0.411,150,503,0.298,451,649,0.695,418,1110,359,201,85,447,517
112,Indiana,33,22,11,0.667,13.95,9.4,9,9,,,,,2397,2247,,,772,1764,0.438,179,479,0.374,674,880,0.766,388,1183,459,212,131,507,593
113,Iona,30,22,8,0.733,3.55,-3.82,11,3,,,,,2320,2099,,,770,1690,0.456,163,493,0.331,617,834,0.74,403,1099,410,231,147,461,589
114,Iowa State,31,22,9,0.71,13.43,6.3,10,6,,,,,2093,1872,,,746,1645,0.453,149,372,0.401,452,689,0.656,366,1102,482,177,160,440,441
115,Iowa,32,22,10,0.688,16.84,8.9,12,6,,,,,2314,2038,,,813,1711,0.475,184,464,0.397,504,719,0.701,435,1231,469,241,130,499,498
116,Jackson State,30,14,16,0.467,-11.49,-7.46,9,5,,,,,2139,2248,,,777,1800,0.432,133,430,0.309,452,737,0.613,454,1160,406,251,98,573,685
117,Jacksonville State,27,10,17,0.37,-15.83,-12.51,9,7,,,,,1941,2016,,,680,1531,0.444,169,512,0.33,412,628,0.656,362,1027,371,173,66,477,570
118,Jacksonville,28,5,23,0.179,-14.03,-1.24,4,14,,,,,2076,2434,,,736,1738,0.423,155,443,0.35,449,708,0.634,411,1058,314,223,83,515,597
119,James Madison,29,16,13,0.552,-0.27,-0.77,8,8,,,,,2029,1996,,,753,1627,0.463,132,422,0.313,391,640,0.611,364,1031,356,224,63,462,562
120,Kansas State,27,10,17,0.37,1.75,7.6,3,13,,,,,1734,1880,,,618,1601,0.386,97,337,0.288,401,601,0.667,383,1050,352,183,128,412,503
121,Kansas,36,34,2,0.944,26.6,7.94,15,1,,,,,3058,2380,,,1084,2222,0.488,192,506,0.379,698,1007,0.693,556,1532,598,351,222,571,674
122,Kent State,27,9,18,0.333,-4,2.73,7,11,,,,,1857,1973,,,671,1491,0.45,174,470,0.37,341,497,0.686,266,851,433,174,61,438,571
123,Kentucky,40,35,5,0.875,29.23,9.2,13,3,,,,,3325,2512,,,1238,2631,0.471,287,777,0.369,562,824,0.682,641,1575,776,480,203,589,802
124,La Salle,27,10,17,0.37,2.1,4.77,5,11,,,,,1777,1849,,,607,1600,0.379,218,634,0.344,345,512,0.674,355,880,316,214,92,342,547
125,Lafayette,28,11,17,0.393,-15.75,-7.25,5,7,,,,,1903,2036,,,639,1594,0.401,184,556,0.331,441,656,0.672,328,1013,356,223,116,484,601
126,Lamar,27,15,12,0.556,-4.45,-4.33,10,8,,,,,2008,1919,,,708,1564,0.453,118,375,0.315,474,748,0.634,395,1112,296,189,86,495,597
127,Lehigh,27,1,26,0.037,-24.07,-6.63,1,11,,,,,1747,2218,,,596,1560,0.382,148,445,0.333,407,578,0.704,326,941,309,178,89,462,550
128,Liberty,32,23,9,0.719,-2.85,-6.95,11,3,,,,,2182,1992,,,772,1726,0.447,205,573,0.358,433,640,0.677,377,1162,496,222,163,455,573
129,Long Beach State,27,13,14,0.481,-1.59,-1.22,9,7,,,,,1957,1967,,,693,1578,0.439,133,395,0.337,438,631,0.694,379,967,377,232,94,435,541
130,Long Island University,30,21,9,0.7,3.76,-4.2,15,3,,,,,2746,2507,,,999,2297,0.435,301,895,0.336,447,721,0.62,519,1360,507,396,83,383,635
131,Louisiana,28,12,16,0.429,-6.04,-2.79,9,9,,,,,2054,2145,,,710,1717,0.414,248,791,0.314,386,572,0.675,363,968,389,207,102,399,484
132,Louisiana-Monroe,28,14,14,0.5,-7.57,-5.87,10,6,,,,,2002,1994,,,724,1724,0.42,181,589,0.307,373,583,0.64,422,1010,414,259,80,429,560
133,Louisiana State,30,10,20,0.333,3.88,7.68,3,13,,,,,2000,2114,,,730,1765,0.414,107,375,0.285,433,624,0.694,417,1172,415,221,96,548,585
134,Louisiana Tech,29,15,14,0.517,-0.75,-3.71,10,8,,,,,1914,1810,,,671,1488,0.451,180,472,0.381,392,591,0.663,324,927,345,199,65,423,558
135,Louisville,35,26,9,0.743,12.01,7.76,9,5,,,,,2631,2482,,,908,2027,0.448,234,706,0.331,581,847,0.686,499,1254,537,307,93,563,708
136,Loyola (IL),27,12,15,0.444,-4.73,-3.46,7,9,,,,,1772,1786,,,634,1407,0.451,143,382,0.374,361,530,0.681,353,942,346,195,109,495,532
137,Loyola Marymount,28,7,21,0.25,-6.52,1.07,3,11,,,,,1915,2088,,,663,1536,0.432,167,481,0.347,422,587,0.719,326,946,393,179,81,485,593
138,Loyola (MD),27,13,14,0.481,-3.22,-3.26,10,4,,,,,1858,1857,,,661,1503,0.44,140,406,0.345,396,582,0.68,323,873,337,252,80,429,536
139,Maine,31,11,20,0.355,-7.57,-3.32,6,12,,,,,1969,2055,,,702,1737,0.404,215,635,0.339,350,513,0.682,361,1088,384,247,73,459,498
140,Manhattan,27,9,18,0.333,-6.69,-3.17,5,9,,,,,1633,1728,,,587,1373,0.428,135,436,0.31,324,460,0.704,304,857,343,196,84,432,564
141,Marist,28,6,22,0.214,-16.24,-6.74,4,14,,,,,1797,2063,,,629,1599,0.393,148,493,0.3,391,560,0.698,372,1057,315,150,77,410,570
142,Marquette,31,22,9,0.71,13.44,3.18,9,5,,,,,2109,1791,,,750,1704,0.44,191,564,0.339,418,658,0.635,416,1206,448,227,180,464,515
143,Marshall,29,20,9,0.69,-2.99,-6.7,10,4,,,,,2314,2172,,,831,1759,0.472,245,648,0.378,407,575,0.708,345,985,417,242,117,405,529
144,Maryland-Baltimore County,27,5,22,0.185,-17.31,-6.27,2,12,,,,,1581,1850,,,557,1477,0.377,148,504,0.294,319,504,0.633,345,949,343,193,54,434,518
145,Maryland-Eastern Shore,28,11,17,0.393,-13.03,-9.15,6,12,,,,,2101,2090,,,741,1791,0.414,171,554,0.309,448,665,0.674,394,1049,349,283,47,411,596
146,Maryland,32,21,11,0.656,17.74,9.3,9,7,,,,,2406,2136,,,836,1800,0.464,118,378,0.312,616,904,0.681,398,1226,518,274,112,542,600
147,Massachusetts,33,19,14,0.576,10.63,9.13,11,5,,,,,2192,2133,,,813,1890,0.43,155,462,0.335,411,613,0.67,480,1243,487,226,165,442,642
148,McNeese State,30,18,12,0.6,-5.37,-9.55,10,6,,,,,2461,2313,,,896,1821,0.492,182,521,0.349,487,751,0.648,359,1080,539,306,101,534,595
149,Memphis,31,16,15,0.516,7.56,6.46,10,4,,,,,1952,1918,,,733,1721,0.426,129,446,0.289,357,569,0.627,417,1074,418,298,116,528,605
150,Mercer,26,3,23,0.115,-27.86,-10.61,1,15,,,,,1673,2100,,,588,1508,0.39,162,526,0.308,335,512,0.654,285,855,311,167,47,386,460
151,Miami (FL),29,16,13,0.552,8.12,5.91,9,9,,,,,1887,1821,,,695,1669,0.416,107,360,0.297,390,603,0.647,414,1105,406,235,173,488,560
152,Miami (OH),30,21,9,0.7,9,0.63,13,5,,,,,2201,1950,,,805,1701,0.473,167,455,0.367,424,611,0.694,377,1113,441,212,86,421,522
153,Michigan State,29,17,12,0.586,12.07,7.94,9,9,,,,,2025,1905,,,753,1666,0.452,140,437,0.32,379,577,0.657,408,1092,398,168,70,465,590
154,Michigan,35,24,11,0.686,16.73,10.53,9,9,,,,,2595,2380,,,931,2017,0.462,203,528,0.384,530,809,0.655,509,1301,433,229,125,546,654
155,Middle Tennessee,31,19,12,0.613,-4.64,-6.11,11,7,,,,,2428,2266,,,849,1880,0.452,261,682,0.383,469,656,0.715,405,1102,518,232,40,420,525
156,Milwaukee,28,8,20,0.286,-11.06,-0.61,4,12,,,,,1597,1865,,,556,1500,0.371,149,448,0.333,336,544,0.618,352,916,281,198,67,0,542
157,Minnesota,35,31,4,0.886,23.35,9.2,16,2,,,,,2741,2218,,,1007,2104,0.479,164,474,0.346,563,829,0.679,479,1372,561,319,111,511,732
158,Mississippi State,30,12,18,0.4,1.93,6.93,6,10,,,,,1974,2053,,,698,1653,0.422,137,410,0.334,441,646,0.683,369,1114,391,187,107,525,492
159,Mississippi Valley State,29,19,10,0.655,-10.55,-12.99,11,3,,,,,2413,2280,,,848,2167,0.391,309,985,0.314,408,659,0.619,607,1262,429,308,99,437,610
160,Mississippi,29,20,9,0.69,11.34,5.69,11,5,,,,,2001,1841,,,726,1665,0.436,141,462,0.305,408,618,0.66,420,1056,392,219,103,406,551
161,Missouri-Kansas City,27,10,17,0.37,-10.37,-3.25,7,9,,,,,1905,2039,,,720,1609,0.447,144,422,0.341,321,481,0.667,364,1018,400,205,85,486,472
162,Missouri State,33,24,9,0.727,6.55,2.49,12,6,,,,,2505,2371,,,864,1820,0.475,171,473,0.362,606,836,0.725,354,1229,573,212,98,482,602
163,Missouri,33,16,17,0.485,8.96,7.78,5,11,,,,,2440,2381,,,830,1854,0.448,197,549,0.359,583,769,0.758,367,1152,521,250,74,555,681
164,Monmouth,29,18,11,0.621,-1,-6.41,12,6,,,,,2064,1907,,,725,1520,0.477,155,402,0.386,459,624,0.736,290,973,457,256,75,437,477
165,Montana State,30,16,14,0.533,-3.47,-3.27,10,6,,,,,2290,2260,,,841,1862,0.452,192,512,0.375,416,586,0.71,367,1052,571,242,75,465,549
